caption_id,modality,pair_key,source_file,sections,num_existing_qa,caption
a6266e5ee17c,depth,wash_hand_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The subject's hands are closest to the camera, positioned just above a flat horizontal surface. A door is located to the right and is farther away than the surface. A hand dryer is mounted on the wall, significantly further back than the door. A fire extinguisher is positioned to the left of the door on the wall, appearing to be at a similar depth distance to the hand dryer. The subject is standing between the door and the camera."
a7f506c4cf3e,depth,wash_hand_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,One human subject remains in the scene for the duration of the video. The subject makes hand gestures near the counter. No other moving entities are present.
a833d8ceb969,depth,wash_hand_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The camera begins with a view of a person standing at a counter. The camera moves towards the area, then turns to focus on the wall-mounted fixtures. The scene transitions from a workspace area with a table to a wall featuring a dispenser and a fire extinguisher, indicating a bathroom or hallway environment with distinct wall-mounted equipment."
c51808e08250,depth,wash_hand_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,The camera operator moves toward the counter and then interacts with the environment by looking around. The subject is seen engaging in hand motions near the counter. The operator's primary action is moving to observe the space and the objects within it.
e9ca4d5048d9,depth,wash_hand_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The 3D layout includes a clear path toward the counter where the person is standing. The space is relatively open in front of the counter. Moving past the counter, one can navigate toward the wall where the fixtures are located."
18c0ecd17fc2,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"Across the entire sequence, I can identify multiple desk setups, monitors, computer towers, and chairs based on their distinct 3D geometry and spatial depth. There are approximately 6 desk stations, 8 monitors, 6 computer towers, and 5 chairs clearly distinguishable in the room's layout."
4080ee53bf50,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,"The scene is largely static, but in the final part of the sequence, a human hand enters the frame at a close range to interact with a surface or object. The hand is the only dynamic entity observed, appearing close to the camera lens."
43d2ea3041d8,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The camera travels through an office space, observing multiple desk arrangements. The scene transition shows a sequence of similar setups where each desk features a monitor and a computer tower. The 3D structure maintains a recurring layout of desk zones separated by open floor space as the camera progresses through the room."
558926f85190,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The video displays a series of desk setups featuring multiple computer monitors, desktop towers, and chairs in an office-like room. The depth information highlights objects at various distances, with desks and chairs positioned closest to the viewer, while monitors and towers are arranged slightly further back in the mid-range. The 3D layout reveals a consistent arrangement of furniture and equipment across different stations, showing distinct depth layers for each desk unit."
669f217850ce,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The navigation path is through an open-plan office. The 3D layout allows for clear movement between the rows of desks. The desks and monitors define the boundaries of the workspace, while the floor remains open for transit. The spatial layout shows enough clearance for a person to walk past each station."
9ba1e36d6fbd,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The scene shows desks arranged in the room, with chairs positioned in the immediate foreground. Each desk station consists of a desktop computer tower to the side and monitors placed behind the desk surface. The towers are adjacent to the monitors but at a closer depth relative to the back wall. Chairs are placed in front of the desks, creating a clear depth separation between the seating and the monitor/tower workspace setup."
ae0c0cb16a42,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,1,"A human hand appears near the camera at the end of the video sequence, interacting with an object in the workspace. The hand is positioned at a very close depth layer and remains within the frame for a short duration before exiting."
b97126b6bc69,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The depth information presents a relatively consistent 3D representation of an office environment. There are no significant depth artifacts, floating objects, or impossible structural intersections observed in the geometric layout."
df9165319705,depth,wash_hands_split/Seg1/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"The camera holder performs a sweeping motion across the room, focusing on the desk setups. Finally, a hand reaches into the scene to perform a touch action on a surface or monitor at close range, changing the depth perspective momentarily."
151396e761e7,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The video displays a bathroom scene with a prominent white sink and a faucet mounted above it. The scene includes a toilet, walls forming a corner, and a person's hands performing a task at the sink. The depth information reveals the sink is at a medium-range distance from the camera, while the wall corner is farther away and the hands are the closest objects."
45e2e792e8c3,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,1,The primary dynamic entity consists of two hands that move continuously within a close depth range to perform a washing action at the sink. They remain visible from the start until the end of the video.
569a7ce03d4b,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The scene depicts a standard bathroom layout. No objects appear to be floating, intersecting, or displaying impossible geometry relative to the physical surroundings."
8ce3a7d481ab,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"The subject performs a hand-washing action at the sink. Depth cues show the hands moving back and forth in front of the faucet and sink basin, indicating repetitive motion at a fixed, close distance."
964584f3a0a0,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"The scene contains identifiable static objects: a sink (1), a faucet (1), a toilet (1), walls (2), and a soap/spray bottle (1). Additionally, the camera holder's hands (2) are present, totaling 8 distinct depth-separable objects or regions."
a580e1f820c3,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The scene shows several spatial relationships: the faucet is positioned above the sink, the sink is in front of the wall, the camera-holder's hands are in front of the sink, the toilet is behind the sink area, the wall corner is adjacent to the sink, and the door is further away from the sink."
a8f2e2dbd41d,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The scene is a confined bathroom. The sink serves as the primary landmark, located centrally. The floor space around the sink provides the only clear navigation area, though the space is limited by the presence of the toilet and the walls."
c7875ebaef52,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The video captures a static sequence within a small bathroom. The camera maintains a consistent position facing the sink area, where the primary interaction occurs. No significant transitions between rooms or corridors are observed; the spatial structure remains fixed throughout the duration of the recording."
e0eedc6f8259,depth,wash_hands_split/Seg2/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,"A person is visible throughout the sequence, interacting with the sink. No other moving entities appear in the field of view. The hands are the primary moving objects, remaining at a very close depth range to the camera."
0f342100bd6c,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,The depth representation is consistent with real-world geometry. No floating or intersecting objects are observed; the person and objects are correctly ordered in 3D space.
1d4650f7fad3,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The scene is a confined indoor space with a person standing directly in front of a flat wall. The path is blocked by the person, indicating that forward movement is not navigable without interaction."
29cf4f081069,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,8,"The subject (camera holder) or the person in view is engaged in hand-washing or similar interaction with a sink faucet. The action involves moving hands back and forth under the faucet, with depth changes indicating the hands are exploring the space near the faucet and basin surface."
3a2a0f3c20d1,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,8,"A person appears in the scene, approaching the camera from the background doorway to interact with a sink faucet. The person is visible for the entire duration, moving from a distant depth range to a near depth range. Their hands and arms are consistently in motion near the sink."
4dde2fca0023,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The scene shows a person interacting with a small, handheld object, likely a utensil or tool, against a wall. The person's hands are in the foreground, while the wall forms the background plane at a greater distance."
5e7e33be9d04,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,8,"The scene shows a person interacting with a sink faucet at a close depth range. Key depth regions include: 1) the faucet head, 2) the faucet base/pipe, 3) the washbasin surface, 4) the right hand, 5) the left hand, 6) the person's torso, 7) the foreground area, and 8) the distant background doorway."
b6cdee599f71,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The person's hands are positioned in front of the wall, with the tool held between them. The hands are closer to the camera than the wall, which spans the background. A ceiling-mounted light fixture is visible above, further away than the person's torso."
d7e0b2c20549,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The sequence shows a stationary view of a person standing against a wall. The 3D layout remains consistent throughout the video, with the person and the handheld object maintaining their relative depth distance from the camera and the background wall."
df430769e147,depth,wash_hands_split/Seg3/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,8,"The person appears from the background at the start of the sequence, moving closer to the camera to position themselves at the sink. Their hands start at a medium depth and move forward to the washbasin area. They remain in the mid-ground throughout the interaction until the end of the sequence."
1b0707c04e38,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"No physically implausible depth situations are detected; the geometry of the counter, the person, and the wall fixtures appears consistent."
60c1bfedd58a,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The person is located in front of the wall, where a dispenser and a hook are mounted. The counter is positioned between me and the person. The dispenser is to the right of the wall-mounted hook. The person's hands are moving near the counter surface, closer to me than their torso."
6f26160e22b0,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The navigation path is restricted by the counter positioned between me and the person. The open area is in front of the counter, while the person is on the other side."
6f71845716b5,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,8,"The scene contains a stationary surface (tabletop), multiple chairs distributed at varying depths, a wall, a fire extinguisher, several hooks on the wall, and the camera holder's hands. There are at least 3 distinct chairs, 2 tables, 1 wall surface, 1 fire extinguisher, 4 wall-mounted hooks, and the camera holder's hands observable throughout the sequence."
793a374bfe2b,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,8,"The camera holder performs tasks involving reaching, grasping, and manipulating objects on a desk surface. They extend their hands toward the desk, interact with a cylindrical object, and maintain a consistent distance from the desk while observing the other person. The action involves shifting between different depth layers as the hands move to and from the table."
b5f45d6cd32f,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The scene features a person standing behind a counter, with various items including a sink, a wall-mounted dispenser, and a hook present. The person is the most prominent object at a closer distance, while the wall-mounted objects are further away on the background plane."
c68aa58537d6,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,8,"The person moves from the background toward the camera holder, then stays at a medium distance. The person enters the field of view at frame 0 and remains until the end of the sequence. Their depth position shifts as they move towards the desk, and their hands are visible as they interact with items."
d07ccee933d8,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,8,"A person is present in the scene, appearing and moving towards the camera holder from a medium distance. The person remains visible for the entire duration of the sequence, occasionally interacting with objects on the desk. They move between a far-depth position and a near-depth position relative to the camera."
e75ca2b1d5ea,depth,wash_hands_split/Seg4/wash_hands,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The sequence shows me standing at a counter facing a person who is interacting with something on the counter surface. The scene transition involves looking at the hands, then the person, and finally panning to the surrounding wall fixtures like the hook and dispenser."
2167e1f322e6,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The video shows a person centered in the frame, wearing a jacket, standing at a table. The person's upper body and arms are clearly defined in the foreground, with the table surface occupying the lower-mid depth range. The background consists of a doorway and some shelving units located at a greater distance from the camera."
4bf5b523a584,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The camera remains stationary throughout the sequence, observing the person as they stand before a table. No transitions to other spaces occur; the scene is confined to this single spatial layout."
77a9fa27dc34,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,"One human is visible throughout the sequence, positioned behind the table. The person moves their hands and upper body but remains in the same general depth range relative to the camera."
780a35ce156d,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"The identifiable objects include one person, one table, one doorway, and two shelving units. The person is in the closest depth layer, the table is in the second layer, and the background structures comprise the furthest layer."
7c3919faf7bb,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The person is closer to the camera than the table. The table is in front of the person's hands. The doorway behind the person is further away. The shelves are on the right side, located at a greater depth than the person. The person's arms are adjacent to the table surface."
c540018968a2,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,1,"The person is the only dynamic entity. They are positioned behind a table, performing movements with their hands, and remain visible for the entire duration of the depth stream."
e785bb635abc,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"The subject is standing behind a table and interacting with it, likely performing a task with their hands on the surface. The depth profile shows the hands moving over the flat plane of the table."
f720fa6c8438,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,The navigable space is restricted to the area behind the table and the path leading to the doorway. The table acts as an obstacle between the camera and the person.
fd7bb7aa1549,depth,wash_my_face_split/Seg1/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The depth stream shows normal geometry. There are no floating objects, unnatural intersections, or physical implausibilities present in the layout."
2d2e4f3bc56f,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,"The person is the only dynamic entity in the scene. The person stays at a relatively constant depth throughout the video, primarily moving their hands and arms within the same depth layer."
4c39842d43f6,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The person is positioned directly in front of the doorway, which is further back. The head-mounted device on the person is at the closest point to the camera. To the right, a set of shelves is located at a greater depth than the person. The person's arms are between the camera and their own torso. The wall is to the left, and it extends from the near foreground to a deep background point behind the person."
4c72defb9340,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The depth stream shows a normal indoor environment with a person, walls, and shelves. No floating, intersecting, or unnaturally ordered objects are present; the scene geometry is physically consistent."
4ea888098b63,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The video displays a person wearing a head-mounted device, possibly a VR headset, standing near a doorway. The person is the primary object in the foreground, with distinct depth layers showing the person's upper body and the surrounding room. The doorway is further behind the person, acting as a background plane. Various indistinct items are located to the right, deeper in the scene."
6a8f65151219,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"The person is interacting with a device mounted on their head. They raise and lower their hands, adjusting the equipment, which changes the relative depth of their hands in relation to their face."
7e55b0081f55,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,1,"A person is visible from the start to the end of the video. They are standing at a fixed depth, occasionally moving their hands and arms, but they do not approach or retreat from the camera."
cabe754db27c,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"The scene contains a person in the foreground, a doorway in the background, a set of shelves on the right, and the surrounding walls forming the room geometry. These are the primary distinct depth regions identified."
e784311eab73,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The video shows a stationary scene inside a room. The camera remains fixed on a person interacting with a device. No transition between rooms or movement through corridors occurs, maintaining a static spatial layout throughout the recording."
f895bdb8190a,depth,wash_my_face_split/Seg2/wash_my_face,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The scene is a static indoor environment. The person occupies the central navigable space, while the shelves and walls define the boundaries of the room. The layout provides sufficient space for movement in front of the doorway."
19133166a880,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,8,"The scene shows a dish rack with several stacked plates, a central container, a utensil holder, and various bottles or containers on the surface. These objects are clearly defined by distinct depth layers against the background surfaces."
68ec7ad2548a,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,8,"A human hand enters the depth field from the top, reaching toward the dish rack to organize items. It moves at a consistent distance from the camera, interacting with the objects before retracting from the field of view."
8819a34a54fe,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,8,"A hand enters the scene to manipulate objects in the dishwasher rack. The hand approaches from the top-right and interacts with the plates at a mid-depth range. The plates remain static, while the hand moves into and out of the scene, interacting with the objects."
884f21031b08,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,8,"The camera holder performs an organized action of placing or adjusting objects within a dish rack. The subject moves their hands toward the rack, manipulates the depth of the objects, and performs a sorting or loading motion."
8e35c64df452,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The video sequence begins with an overview of items on the kitchen counter, including bottles and a dish rack. The camera moves towards the counter, then shifts focus to perform an action with a specific object, revealing a change in the 3D perspective as the viewpoint narrows to the target object. The scene is static, maintaining the structural integrity of the kitchen layout throughout the movement."
9fa000f1c2bd,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The scene displays standard kitchen geometry with no floating objects, unnatural intersections, or impossible depth orderings. The depth mapping accurately reflects the physical surfaces and objects present."
aad76aa3de2d,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The scene displays a kitchen environment from a first-person perspective, with a countertop in the foreground and a dishwasher rack holding various plates. Multiple bottles and containers of different heights and cylindrical shapes are placed on the counter. The depth values indicate a range of objects: bottles in the near-to-mid field, a dish rack further away, and cabinet or wall surfaces defining the rear boundaries of the scene."
b0899e22114d,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The spatial layout shows the countertop directly in front of the camera. A group of cylindrical bottles is positioned to the left. A dish rack is located on the right side of the counter, set back further than the bottles. The wall is the most distant plane, behind the dish rack. The bottles are adjacent to each other on the counter, and the rack is separated from the bottles by a distinct depth gap."
ea1ee943618b,depth,water_plants_split/Seg1/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The 3D layout of the kitchen is confined to the countertop area. The path for navigation is limited by the counter surface and the arrangement of objects. The dish rack provides a boundary for the workspace, and the depth map suggests a flat, navigable surface in the foreground for interaction."
2e32c9c954d7,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,1,"The user's hands appear at the beginning, stay within the near-depth range for the duration of the video, and continue to manipulate the bowl until the end. No other dynamic objects are present in the dishwasher."
41008cef7344,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"The camera holder is actively arranging dishes. The action involves reaching into the rack, gripping a bowl, and positioning it. The spatial consequence is the organized placement of the bowl within the wire structure of the dishwasher rack."
41c0431ac3b5,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"The user's hands are in the immediate foreground, interacting with a bowl. A wire dish rack is positioned in the mid-ground, holding several plates that are slightly further away than the bowl. The back wall of the dishwasher is the farthest surface. The bowl is in front of the rack, and the rack is in front of the back panel of the dishwasher."
4606282a0429,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The scene shows a standard, physically plausible internal view of a dishwasher. There are no floating objects, impossible intersections, or unnatural depth orderings; the geometry conforms to expected physical structures."
8c145aee8708,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"Within the dishwasher, there are several distinct objects identifiable by depth boundaries: one bowl being held, three plates in the rack, the wire rack itself, the inner dishwasher door/wall, and the spray arm mechanism."
96236702eaf4,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The camera maintains a static, downward-looking perspective into the interior of a dishwasher. The sequence involves the hands moving into the frame to arrange dishes within the rack, showing a consistent focus on the internal 3D layout of the appliance without transitioning to other rooms or spaces."
c466fafb520f,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,The navigation in this scene is limited to the interior space of the dishwasher. The depth information reveals a confined 3D workspace where the rack provides a structured path for dish placement. The hands move within a narrow depth volume defined by the rack's geometry.
e48d29b6c5e3,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The scene displays a close-up perspective of a person's hands operating inside a dishwasher. Identified objects include multiple racks with various dishes, plates, and bowls positioned at different depths. The foreground shows the user's hands manipulating a circular bowl, while the back interior of the dishwasher and the wire rack structure extend into the mid-ground and far-ground."
fc944d7a6bd6,depth,water_plants_split/Seg2/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,1,"The video features the movement of the user's two hands throughout the sequence. The hands are at a near depth range, constantly manipulating the bowl, while the dishwasher rack and dishes remain stationary at a mid-depth range."
297770687f09,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The video displays a close-up, first-person perspective in a 3D environment featuring a central, rounded object held by hands. Behind the central object, there is a distinct, rectangular planar structure, likely a wall or a large panel. Several thin, elongated vertical objects extend upwards from the area around the central object. The scene shows clear depth stratification with the hands in the nearest layer, the rounded object in the mid-layer, and the flat panel in the background."
4b0758d73a12,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_counting,8,The camera holder interacts with a circular object and plant stems. There are no moving humans besides the camera holder's hands. The hands move between near and medium depth ranges while interacting with the stationary objects.
5c131b0fce23,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,8,"The sequence shows a first-person perspective in a space containing several distinct objects identified through depth. These include: 1) a circular object being held/manipulated, 2) multiple thin vertical plant-like stems, 3) a larger flat surface (table or shelf), 4) a nearby vertical plane (wall or barrier), 5) a secondary rounded structure or container, 6) the camera holder's hands interacting with the objects, 7) a rack or frame-like structure in the background, and 8) the depth layer representing the distant floor or surface."
5d2ba550a157,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"In this 3D workspace, the hands are in the foreground, clutching a rounded object which is positioned directly in front of a flat, background wall. Several slender vertical elements, appearing as plant stems, are situated behind the rounded object, creating a depth layer between it and the background wall. The hands overlap the rounded object, which in turn partially occludes the vertical stems. The background wall is the most distant plane in the frame."
767879ca3926,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_non_common,1,"The scene layout is physically plausible. The objects follow standard Euclidean depth ordering, with the hands closest to the camera, the rounded object behind them, and the wall at the furthest point. No floating or intersecting geometries are present."
8a55dcc749bb,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The navigation is constrained to a small, stationary workspace. The 3D layout consists of a foreground area for interaction and a background boundary. No pathways or navigable corridors exist beyond the immediate reach of the camera holder."
9b48ef6a7bc2,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_dynamic_recognition,8,"The camera holder's hands move through the space, interacting with plant stems and a spherical object. The hands approach the objects from a distance, then move into a closer depth range to perform actions. No other dynamic objects are present in the depth scene."
e4a525a52b30,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_scene_sequence,1,"The scene is a static or semi-static 3D setup focused on a small, hand-held object. There are no transitions between rooms or corridors; the camera remains fixed in front of a work surface or desk. The spatial structure remains consistent, with the user manipulating the object in place throughout the duration of the sequence."
ec36206f9584,depth,water_plants_split/Seg3/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,8,"The camera holder performs a series of precise manual actions. Initially, the holder is reaching toward and grasping an object. Subsequently, the holder manipulates the object, then adjusts the position of the plant stems, and finally places the object onto a surface, resulting in a change in its depth position."
1f5644e6e206,depth,water_plants_split/Seg4/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_object_recognition,1,"The scene displays a foreground set of plant branches and a hand holding a spray bottle, with multiple potted plants visible at varying distances in the background. The spray bottle is the closest object, followed by the branches, and then the pots placed on a surface."
476f12be4c67,depth,water_plants_split/Seg4/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_counting,1,"The scene features 1 spray bottle, 3 visible plant pots at different depth layers, and several distinct plant branches reaching into the foreground."
4cd32563789d,depth,water_plants_split/Seg4/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_navigation,1,"The depth layout defines a clear, static workspace on a flat surface. Navigation through this space would be constrained by the pots, which occupy the mid-to-far ground, leaving no clear walking path within the frame's view."
5ad5b3250a64,depth,water_plants_split/Seg4/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_spatial_reasoning,1,"A spray bottle is positioned in the foreground right. Potted plants are arranged in the mid-ground and background. The branches of the plant are in front of the background pots and behind the spray bottle held by my hand. The pots are adjacent to each other on a flat surface, with one positioned slightly further back than the others."
7574d6fed224,depth,water_plants_split/Seg4/water_plants,qa_pairs/aligned/marigold_depth_qa_results_aligned.json,depth_action,1,"I am engaged in the action of misting indoor plants by moving the spray bottle back and forth within the near-field, creating a consistent interaction between the foreground tool and the background plants."
