answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
VICTORINOX.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__01,What brand is on the peeler?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,1,split_multi_question
Intel.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__02,What is the logo on the laptop?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,2,split_multi_question
core.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__03,What is the smaller text on that logo?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,3,split_multi_question
No.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__04,Is there text on the bowl?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,4,split_multi_question
No.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__05,Is there text on the knife?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,5,split_multi_question
"No, only circular markings.","In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__06,Is there text on the cooktop?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,6,split_multi_question
No.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__07,Is there text on the power strip?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,7,split_multi_question
It identifies the manufacturer of the kitchen tool.,"In frame 000000, the brand 'VICTORINOX' is clearly visible on the black handle of the peeler. An 'Intel' sticker with the word 'core' underneath is seen on the bottom left corner of the laptop's keyboard area in most frames. No legible text is found on the bowl, knife, or wall-mounted power strip.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__text_recognition__08,What does the text on the peeler imply?,text_recognition,"1. VICTORINOX. 2. Intel. 3. core. 4. No. 5. No. 6. No, only circular markings. 7. No. 8. It identifies the manufacturer of the kitchen tool.",qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please identify several instances of text in the scene: 1. What brand is on the peeler? 2. What is the logo on the laptop? 3. What is the smaller text on that logo? 4. Is there text on the bowl? 5. Is there text on the knife? 6. Is there text on the cooktop? 7. Is there text on the power strip? 8. What does the text on the peeler imply?,needs_transform,aligned,8,8,split_multi_question
Laptop.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__01,Leftmost object?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,1,split_multi_question
Cooktop.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__02,Between laptop and board?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,2,split_multi_question
White bowl.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__03,Container used?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,3,split_multi_question
Power strip.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__04,Object to the right of the bowl?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,4,split_multi_question
To the right of the carrot.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__05,Where is the knife?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,5,split_multi_question
On the cutting board.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__06,Where is the carrot?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,6,split_multi_question
Red.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__07,Wall color?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,7,split_multi_question
Stainless steel.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__08,Counter material?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,8,split_multi_question
Red wall.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__09,Object behind board?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,9,split_multi_question
Cooktop.,"The video begins with the prep area ready. I pick up the carrot and the peeler. From frame 000090 onwards, I perform a sequence of peeling strokes, moving from the top of the carrot towards the bottom, letting the peels fall into the white bowl. I repeat this several times, rotating the carrot slightly between strokes. The laptop and cooktop remain unused throughout the sequence.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__scene_sequence__10,Object behind laptop?,scene_sequence,1. Laptop. 2. Cooktop. 3. White bowl. 4. Power strip. 5. To the right of the carrot. 6. On the cutting board. 7. Red. 8. Stainless steel. 9. Red wall. 10. Cooktop.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,What is the sequence of major objects I have in front of me from left to right? 1. Leftmost object? 2. Between laptop and board? 3. Container used? 4. Object to the right of the bowl? 5. Where is the knife? 6. Where is the carrot? 7. Wall color? 8. Counter material? 9. Object behind board? 10. Object behind laptop?,needs_transform,aligned,10,10,split_multi_question
From above.,"The scene is illuminated by a consistent overhead light source. This creates bright highlights on the stainless steel surface and the polished blade of the knife. It also casts soft, distinct shadows of my hands and the carrot onto the white cutting board and into the white bowl.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_recognition__01,From which general direction is the main light source coming?,light_recognition,From above.,qa_pairs/aligned/rgb_qa_results_aligned.json,,From which general direction is the main light source coming?,pass,single,1,1,none
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__01,Does it get darker?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,1,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__02,Does it get brighter?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,2,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__03,Do lights turn off?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,3,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__04,Do lights turn on?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,4,split_multi_question
Yes.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__05,Does a shadow move?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,5,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__06,Is there flickering?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,6,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__07,Does light approach me?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,7,split_multi_question
No.,"The light level is steady throughout the entire video. There are no changes in brightness, no flickering, and no lights turning on or off. The only dynamic lighting element is the movement of shadows created as I manipulate the carrot and the peeler over the prep area.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__light_change__08,Are headlights visible?,light_change,1. No. 2. No. 3. No. 4. No. 5. Yes. 6. No. 7. No. 8. No.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please answer these questions about light changes: 1. Does it get darker? 2. Does it get brighter? 3. Do lights turn off? 4. Do lights turn on? 5. Does a shadow move? 6. Is there flickering? 7. Does light approach me? 8. Are headlights visible?,needs_transform,aligned,8,8,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__01,Carrots?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,1,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__02,Knives?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,2,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__03,Peelers?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,3,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__04,Bowls?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,4,split_multi_question
One.,"In the video, there is 1 orange carrot, 1 black peeler, 1 large chef's knife, 1 white bowl, 1 white cutting board, and 1 laptop. The power strip on the wall features 4 circular outlets. My 2 hands are active. I can see 1 circular heating element outline on the cooktop.",rgb,aligned_dataset/cut_carrot_split/Seg1/cut_carrot_rgb,rgb__aligned_dataset_cut_carrot_split_seg1_cut_carrot_rgb__counting__05,Cutting boards?,counting,1. One. 2. One. 3. One. 4. One. 5. One. 6. One. 7. Four. 8. Two. 9. One. 10. One.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,Please count these items: 1. Carrots? 2. Knives? 3. Peelers? 4. Bowls? 5. Cutting boards? 6. Laptops? 7. Power strip outlets? 8. Hands? 9. Heating elements? 10. Power strips?,needs_transform,aligned,10,5,split_multi_question
