anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,1,8.428,shared_balanced_frame_count_smoke_v1,,0.0,False,Zero.,1.665,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6924,rgb,0,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,1.0,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.093,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__01,How many people walk past me?,,ffaf8115b116a26b0420adc0,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,3,8.428,shared_balanced_frame_count_smoke_v1,,1.0,False,One.,1.66,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6872,ir,one,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,1.0,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.087,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__counting__06,How many extension leads are on the counter?,,e8a13e03a0eb7b2ad8b97d62,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.3333333333333333,False,One.,1.661,frame,wrong_count,incorrect,gemini-3.1-flash-lite,"One, not two.",0.0,0.7245,event,two,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.089,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_counting__07,How many door frames or door edges are clearly identified?,,6035a140fbe68d308af38ae7,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,No.,1.669,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says no.,0.0,0.6942,depth,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.097,internvl,depth__wash_hand_split_seg3_wash_hands__depth_dynamic_recognition__07,Does the person leave the field of view by the end?,,68ecb74b69878044c5f7714e,False,0.0,0.0,depth_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.664,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6984,rgb,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.091,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__02,Do any pets run by?,,5b4712e0dd9c4b4adf5cbaf9,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.3333333333333333,False,One.,1.659,frame,wrong_count,incorrect,gemini-3.1-flash-lite,"One, not two.",0.0,0.6864,ir,two,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.086,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__counting__07,How many cutting boards can you see?,,94a5c8ae211564dab65ae7ae,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,8.428,shared_balanced_frame_count_smoke_v1,,0.0,False,Seven.,1.661,frame,wrong_count,incorrect,gemini-3.1-flash-lite,"Seven, not 2.",0.0,0.7235,event,2,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.089,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_counting__08,How many total distinct fixtures are visible in the room?,,b22e5e02505bed696037ee48,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,1.0,0.1621621621621622,False,"Yes, from the background to the mid-ground.",1.664,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6944,depth,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.091,internvl,depth__wash_hand_split_seg3_wash_hands__depth_dynamic_recognition__08,Does the person move between depth layers?,,89cdd0d7cef59543a5842f96,False,0.0,0.2857142857142857,depth_dynamic_recognition,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.2857142857142857,1.0,0.16666666666666666
0.75,3,8.428,shared_balanced_frame_count_smoke_v1,,0.8571428571428571,False,None.,1.668,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Reference says none.,0.0,0.6934,rgb,one,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.095,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__03,How many other hands are seen moving objects?,,ddb456b12fdd9b69fa470414,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
1.0,3,8.428,shared_balanced_frame_count_smoke_v1,,1.0,False,One.,1.659,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.7206,event,One,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,1.0,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.086,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_dynamic_counting__01,How many people move within the frame?,,51688dc8cfa233d0fe7376a9,False,0.0,1.0,event_dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,10,8.428,shared_balanced_frame_count_smoke_v1,,0.3703703703703704,False,Holding a microphone.,1.672,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,The action is holding a microphone.,0.0,0.8158,depth,Wash hands,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.099,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__01,What is the primary action performed by the operator at the start of the sequence?,,e67377700d074269b52cc92f,False,0.0,0.0,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.664,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6961,rgb,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.091,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__04,Are there any moving fans?,,c8eb7064137414dbbafb63a3,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,3,8.428,shared_balanced_frame_count_smoke_v1,,1.0,False,One.,1.657,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.683,ir,one,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,1.0,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.085,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__counting__09,How many drying racks are present?,,8947d0b08e38cfd38eb8bb09,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.665,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6897,rgb,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.093,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__05,Does a car pass the window?,,98b806d6f19a0038373761cd,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,1,8.428,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,1.66,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.7188,event,1,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,1.0,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.087,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_dynamic_counting__03,How many times does the door latch move?,,292f1dba4a5017b2d93d0334,False,0.0,0.0,event_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.375,False,Only one person.,1.666,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6975,rgb,one,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,1.0,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.094,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__06,How many people are in the kitchen?,,ee051a3974064af06a7fc44d,False,0.0,0.5,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.5,1.0,0.3333333333333333
0.0,2,8.428,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,Yes.,1.662,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says yes.,0.0,0.6921,depth,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.09,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__04,Is the operator performing a grasping action?,,35036df2e99a59b291ad7b34,False,0.0,0.0,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.668,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6947,rgb,no,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.095,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__07,Do any items fall over on their own?,,4db0bd8f578d93447024b93d,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,4,8.428,shared_balanced_frame_count_smoke_v1,,1.0,False,Zero.,1.659,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6872,ir,zero,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,1.0,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.086,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__dynamic_counting__02,How many cars pass by?,,92e2305eec2b26b618e7a660,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,1.0,1.0,1.0
0.0,10,8.428,shared_balanced_frame_count_smoke_v1,,0.3181818181818182,False,It remains stable at a near-field distance.,1.666,frame,contradiction,incorrect,gemini-3.1-flash-lite,"Stable distance, does not get closer.",0.0,0.7562,depth,get closer,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.094,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__05,How does the distance to the microphone change during the interaction?,,af5a4f0446a4bebfbb48250f,False,0.0,0.0,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,2,8.428,shared_balanced_frame_count_smoke_v1,,0.3076923076923077,False,None visible.,1.666,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6968,rgb,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.094,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__dynamic_counting__08,Is there any movement outside the window?,,091989224592e962e89ab991,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.5714285714285715,False,Zero.,1.659,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Reference says zero.,0.0,0.6887,ir,One,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.086,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__dynamic_counting__03,How many pets are visible?,,10d4ae5068a35b0c1a16efad,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,2,8.428,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,Yes.,1.661,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says yes.,0.0,0.6922,depth,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.089,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__06,Is the operator holding the microphone steady?,,515b708a209e2b62599cd3c7,False,0.0,0.0,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.674,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6963,rgb,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.102,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__non_common__01,Are there any floating objects or furniture clipping through the walls in the video?,,1a5fa3275363f70f34a52c9d,False,0.0,1.0,non_common,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.3,False,Only the user's hands.,1.659,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says only user's hands.,0.0,0.692,ir,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.086,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__dynamic_counting__04,Are there any moving objects?,,693ea8ae2890cffe2cdeeedf,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,46,8.428,shared_balanced_frame_count_smoke_v1,,0.7816091954022989,False,The hands are grasping the microphone at a close proximity.,1.669,frame,wrong_order,incorrect,gemini-3.1-flash-lite,"Hands are grasping, not above.",0.0,1.193,depth,The operator's hands are above the microphone.,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.097,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__07,What is the spatial relationship between the operator's hands and the microphone?,,378a1222fcb642e726f43046,False,0.0,0.4615384615384615,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,General open-ended short answer.,0.4615384615384615,0.4615384615384615,0.5,0.42857142857142855
0.0,4,8.428,shared_balanced_frame_count_smoke_v1,,0.22222222222222224,False,Right.,1.666,frame,wrong_order,incorrect,gemini-3.1-flash-lite,Reference says right.,0.0,0.699,rgb,left,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg4/cut_potato_and_carrot_rgb,10.094,internvl,rgb__aligned_dataset_cut_potato_and_carrot_split_seg4_cut_potato_and_carrot_rgb__navigation__01,Which direction do I turn after leaving the fridge?,,a08e6524d97d30ceb7ac7c32,False,0.0,0.0,navigation,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,8.428,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,1.661,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.7231,event,1,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,1.0,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.089,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_dynamic_counting__08,How many times does the door open or close?,,468c94d622f0479b78791637,False,0.0,0.0,event_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,1.0,0.09836065573770492,False,"Yes, they shift between handling the microphone and the mobile device.",1.665,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.687,depth,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.093,internvl,depth__wash_hand_split_seg3_wash_hands__depth_action__08,Does the operator change their hand position during the clip?,,785dd595b90d42ed18224730,False,0.0,0.19999999999999998,depth_action,0.3333333333333333,0.5,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.19999999999999998,1.0,0.1111111111111111
0.0,5,8.428,shared_balanced_frame_count_smoke_v1,,0.4615384615384615,False,Straight.,1.661,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says straight.,0.0,0.7827,event,Turns,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.089,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_navigation__01,Is my movement path straight or do I make any turns?,,59ba931bd5d20ff311a8a681,False,0.0,0.0,event_navigation,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,0.25,False,"No, there are none.",1.673,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6904,depth,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg3/wash_hands,10.101,internvl,depth__wash_hand_split_seg3_wash_hands__depth_non_common__01,Are there any physically implausible depth artifacts like floating objects visible in the video?,,e3c59ed7760c249506625da1,False,0.0,0.4,depth_non_common,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
1.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,1.659,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.6865,ir,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.086,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__dynamic_counting__07,Are there any dynamic lights?,,b263314f3da460babe46689a,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
1.0,3,8.428,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,Yes.,1.661,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,0.7205,event,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,1.0,,aligned_dataset/wash_hand_split/Seg4/wash_hands_event,10.089,internvl,event__aligned_dataset_wash_hand_split_seg4_wash_hands_event__event_dynamic_recognition__01,Did a human hand interact with the door handle?,,6db251e9d7b493f34b2be6d2,False,0.0,1.0,event_dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,4,8.428,shared_balanced_frame_count_smoke_v1,,0.5714285714285715,False,My own hands.,1.668,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,Specific hands are the closest object.,0.5,0.6931,depth,Hand,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg4/wash_hands,10.095,internvl,depth__wash_hand_split_seg4_wash_hands__depth_object_recognition__01,What is the closest object to me in the video?,,767f0abdc47580623733f4ae,False,0.0,0.0,depth_object_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,0.0,0.25,False,"No, it is farther.",1.669,frame,contradiction,incorrect,gemini-3.1-flash-lite,"The hand dryer is farther away, but the answer stated 'Yes' (closer).",0.0,0.6919,depth,Yes,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,wash_hand_split/Seg4/wash_hands,10.097,internvl,depth__wash_hand_split_seg4_wash_hands__depth_spatial_reasoning__01,Is the hand dryer closer to me than the door?,,8b95f8906b2058e84c3975a8,False,0.0,0.0,depth_spatial_reasoning,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,2,8.428,shared_balanced_frame_count_smoke_v1,1.0,0.06779661016949151,False,"No, the layout and placement of objects appear standard for a kitchen.",1.674,frame,none,correct,gemini-3.1-flash-lite,The answer correctly states there are no illogical object placements.,1.0,0.6894,ir,No,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,,aligned_dataset/marinate_meat_split/Seg1/marinate_meat_ir,10.102,internvl,ir__aligned_dataset_marinate_meat_split_seg1_marinate_meat_ir__non_common__01,Are there any objects in the kitchen that are placed in a physically impossible or illogical way?,,921ba34951428a7e9be80985,False,0.0,0.18181818181818182,non_common,0.3333333333333333,0.5,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.18181818181818182,1.0,0.1
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.20689655172413793,False,"Two, a dryer and an extinguisher.",1.662,frame,wrong_count,incorrect,gemini-3.1-flash-lite,"The reference specifies two fixtures, but the candidate identifies only one.",0.0,0.6892,depth,one,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,wash_hand_split/Seg4/wash_hands,10.09,internvl,depth__wash_hand_split_seg4_wash_hands__depth_counting__01,How many wall-mounted fixtures are visible?,,c31e7d5d7e219c64862eab61,False,0.0,0.0,depth_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,8.428,shared_balanced_frame_count_smoke_v1,,0.16666666666666666,False,One person.,1.664,frame,wrong_count,incorrect,gemini-3.1-flash-lite,"The reference states one person is present, but the candidate says two.",0.0,0.6941,depth,two,internvl:InternVL3-8B:frame:064c18f7,models/internvl/InternVL3-8B,0.0,0.0,wash_hand_split/Seg4/wash_hands,10.091,internvl,depth__wash_hand_split_seg4_wash_hands__depth_dynamic_counting__01,How many people are in the room?,,4798d73faf818eae5f74ebf5,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
