source_qa_id,question,source_modality,source_section,ground_truth_answer,rgb_score,rgb_rank,ir_score,ir_rank,event_score,event_rank,depth_score,depth_rank
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__01,What is being peeled?,ir,action,The carrot.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__02,What tool is being used for the peeling?,ir,action,A vegetable peeler.,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__04,What is the purpose of the action?,ir,action,To remove the skin from the carrot.,0.28571428571428575,1,0.28571428571428575,1,0.28571428571428575,1,0.28571428571428575,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__05,Is the knife being used?,ir,action,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__06,What will the result of this action be?,ir,action,A peeled carrot.,1.0,1,1.0,1,0.3333333333333333,3,0.5,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__action__08,What is the consequence of this action?,ir,action,The vegetable is prepared for consumption or cooking.,0.0,2,0.0,2,0.2,1,0.2,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__01,How many knives are on the cutting board?,ir,counting,1.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__02,How many carrots are present?,ir,counting,1.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__03,How many bowls are visible?,ir,counting,1.,1.0,1,1.0,1,0.0,2,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__04,How many laptops are on the counter?,ir,counting,1.,1.0,1,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__05,How many peelers are in the scene?,ir,counting,1.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__06,How many cutting boards are there?,ir,counting,1.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__09,How many distinct electronic devices are in the view?,ir,counting,2 (laptop and power strip).,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__counting__10,How many kitchen tools are on the board?,ir,counting,2 (knife and peeler).,0.4,1,0.0,2,0.0,2,0.4,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__01,How many people are in the kitchen?,ir,dynamic_counting,0.,0.0,2,0.0,2,0.0,2,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__02,How many moving objects are there?,ir,dynamic_counting,0.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__03,Are there any cars passing?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__04,How many pets are visible?,ir,dynamic_counting,0.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__05,Are there any dynamic objects present?,ir,dynamic_counting,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__06,Did any object move?,ir,dynamic_counting,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__07,Is there a person walking in the background?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_counting__08,How many things are currently in motion?,ir,dynamic_counting,0.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__01,Did a new object appear?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__02,Did a car approach?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__05,Did a person walk to me?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__06,Is anything changing position?,ir,dynamic_recognition,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__07,Was there any movement observed?,ir,dynamic_recognition,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__dynamic_recognition__08,Did an object leave the scene?,ir,dynamic_recognition,No.,1.0,1,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__01,Did the lights turn on or off?,ir,light_change,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__02,Is it getting darker or brighter?,ir,light_change,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__03,Is the light approaching me?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__04,Did a car's headlights pass by?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__05,Was there a change in light intensity?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__06,Did the ambient light shift?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__07,Is the light flickering?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_change__08,Did the brightness increase?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__light_recognition__01,What is the primary source of thermal contrast in the scene?,ir,light_recognition,"The ambient temperature difference between the materials like the metal counter, plastic, and organic matter.",0.125,1,0.11764705882352941,2,0.0,3,0.0,3
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__02,What is the fastest way to the living room?,ir,navigation,Not applicable.,0.4,1,0.4,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__03,How do I get to the bus stop?,ir,navigation,Not applicable.,1.0,1,0.2,2,0.05263157894736842,3,0.0,4
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__04,Should I turn left or right?,ir,navigation,No navigation requested.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__06,Is there a path forward?,ir,navigation,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__07,Which direction is the exit?,ir,navigation,Not visible.,0.2,1,0.0,2,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__08,How do I navigate to the next room?,ir,navigation,No navigation possible.,0.09090909090909091,2,0.18181818181818182,1,0.18181818181818182,1,0.0,3
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__09,Where do I go to leave the kitchen?,ir,navigation,Not visible.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__navigation__10,Is there a clear path to move?,ir,navigation,No.,0.0,2,0.0,2,0.0,2,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__non_common__01,Is there any object in the video that appears to be floating or clipping through another object in a way that violates physics?,ir,non_common,"No, all objects are placed realistically on the surfaces.",0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__object_recognition__01,What items are placed on the white cutting board?,ir,object_recognition,"A vegetable peeler, a carrot, and a kitchen knife are on the cutting board.",0.30769230769230765,1,0.14285714285714288,4,0.16666666666666669,3,0.18181818181818182,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__01,What is the sequence of rooms I pass?,ir,scene_sequence,"None, I stay in the kitchen.",0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1,0.1818181818181818,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__02,What object is visible from the start?,ir,scene_sequence,The laptop.,1.0,1,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__03,Does the camera move to a different room?,ir,scene_sequence,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__04,Is there a change in the environment?,ir,scene_sequence,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__05,What follows the initial view?,ir,scene_sequence,The same static view.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__06,Are there multiple scenes shown?,ir,scene_sequence,No.,1.0,1,1.0,1,0.0,2,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__07,Did I move from the kitchen?,ir,scene_sequence,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__09,Is there any transition between areas?,ir,scene_sequence,No.,1.0,1,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__scene_sequence__10,How many distinct locations are depicted?,ir,scene_sequence,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__spatial_reasoning__01,What is the relative position of the carrot compared to the peeler and the knife on the cutting board?,ir,spatial_reasoning,The carrot is positioned between the peeler on its left and the knife on its right.,0.6956521739130435,1,0.41666666666666663,4,0.5,3,0.631578947368421,2
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__01,What is the text-like pattern seen on the left side of the scene?,ir,text_recognition,Keyboard keys.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__02,Is there any text on the cutting board?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__03,Does the text pattern appear on the bowl?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__04,What is the implied use of the keyboard markings?,ir,text_recognition,Inputting text.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__05,Are there any labels on the knife?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__06,Can you read any text on the power strip?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__07,Does the laptop display any visible text-like thermal intensity?,ir,text_recognition,Yes.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg1_cut_carrot_ir__text_recognition__08,How many times does the keyboard text pattern appear in the sequence?,ir,text_recognition,It appears continuously throughout the video.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__action__01,What is the main action I am performing with the vegetable?,ir,action,I am peeling and then slicing the vegetable.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__counting__01,How many kitchen tools are visible on the counter?,ir,counting,"There are 3 kitchen tools: a knife, a peeler, and a bowl.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__dynamic_counting__01,How many moving objects are in the kitchen besides my hands?,ir,dynamic_counting,Zero.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__light_change__01,Does the overall thermal intensity of the scene change?,ir,light_change,"No, the thermal intensity remains stable.",0.0,2,0.0,2,0.33333333333333337,1,0.33333333333333337,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__navigation__01,Do I move between different rooms in this video?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__non_common__01,Is there any object floating or placed in a physically impossible location?,ir,non_common,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__object_recognition__01,What items are present on the white cutting board besides the vegetable slices?,ir,object_recognition,A metal knife and a peeler.,0.3333333333333333,1,0.3333333333333333,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__scene_sequence__01,What is the sequence of tasks performed by me in the video?,ir,scene_sequence,"First, I peel the vegetable into a bowl, and then I slice the vegetable on the cutting board.",0.11111111111111112,2,0.0,3,0.3157894736842105,1,0.0,3
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__spatial_reasoning__01,"Relative to the bowl, where is the knife positioned?",ir,spatial_reasoning,The knife is positioned to the right of the bowl on the cutting board.,0.0,3,0.18181818181818182,1,0.16666666666666669,2,0.0,3
ir__aligned_dataset_cut_carrot_split_seg2_cut_carrot_ir__text_recognition__01,Are there any labels or brand names visible on the power strip?,ir,text_recognition,"No, no labels or brand names are legible.",0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__action__01,What is the primary action I am performing in the video?,ir,action,I am slicing vegetables on a cutting board.,0.22222222222222224,2,0.25,1,0.25,1,0.25,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__counting__01,How many kitchen tools are clearly visible on the counter besides the cutting board?,ir,counting,There are two kitchen tools visible on the counter: the knife and the peeler.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__dynamic_counting__01,How many independent dynamic objects move in the scene?,ir,dynamic_counting,"None, only the hands of the subject are moving.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__dynamic_recognition__01,What is the duration of the slicing action performed by my hands?,ir,dynamic_recognition,The slicing action persists throughout the entire video duration.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__light_change__01,Did the brightness of the scene change during the vegetable preparation?,ir,light_change,"No, the brightness remained consistent throughout the video.",0.0,2,0.0,2,0.2857142857142857,1,0.2857142857142857,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__light_recognition__01,Are there any obvious thermal hotspots indicating a heat source like a stove or light bulb?,ir,light_recognition,"No, there are no significant thermal hotspots visible.",0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__navigation__01,How many steps should I take to exit the kitchen from this position?,ir,navigation,The video does not provide enough information to determine the distance to the exit.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__non_common__01,Is there any object floating or placed in a way that violates physical common sense?,ir,non_common,"No, all objects are placed realistically on the surface.",0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__object_recognition__01,What is the primary tool I am using on the cutting board?,ir,object_recognition,A kitchen knife.,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__scene_sequence__01,Does the scene change or move to a different room throughout the video?,ir,scene_sequence,"No, the scene remains in the same kitchen area throughout the video.",0.19999999999999998,1,0.19999999999999998,1,0.19999999999999998,1,0.19999999999999998,1
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__spatial_reasoning__01,Where is the peeler located relative to the cutting board?,ir,spatial_reasoning,The peeler is located to the right of the cutting board.,0.7692307692307693,1,0.7692307692307693,1,0.36363636363636365,2,0.26666666666666666,3
ir__aligned_dataset_cut_carrot_split_seg3_cut_carrot_ir__text_recognition__01,Are there any labels or brand names visible on the kitchen tools?,ir,text_recognition,"No, there are no visible labels or brand names on the tools.",0.16666666666666669,1,0.16666666666666669,1,0.16666666666666669,1,0.16666666666666669,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__action__01,What is the primary action being performed?,ir,action,Slicing vegetables.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__action__02,What object is being interacted with?,ir,action,Vegetables and a knife.,0.0,2,0.5,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__action__03,What is the likely purpose of this action?,ir,action,Food preparation.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__action__05,What tool is being used?,ir,action,A knife.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__action__06,Does the action change over the course of the video?,ir,action,"No, it remains consistent.",0.0,2,0.4,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__01,How many cutting boards are visible?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__02,How many knives are being used?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__03,How many bowls are present?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__04,How many vegetable peelers are there?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__05,How many distinct vegetable pieces are in the bowl?,ir,counting,"Multiple, not counted individually.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__counting__08,How many stationary objects are in the frame?,ir,counting,Five.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_counting__07,Does the hand count as a dynamic object?,ir,dynamic_counting,Yes.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_counting__08,Is the motion continuous?,ir,dynamic_counting,Yes.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_recognition__01,Did a new object appear?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_recognition__02,Is the knife moving?,ir,dynamic_recognition,Yes.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_recognition__03,Are the hands moving constantly?,ir,dynamic_recognition,Yes.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__dynamic_recognition__04,Did the vegetables change position?,ir,dynamic_recognition,Yes.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__01,Did the lights turn on or off?,ir,light_change,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__02,Is the scene getting brighter?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__03,Is the scene getting darker?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__04,Did the thermal contrast change significantly?,ir,light_change,No.,1.0,1,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__05,Was there any flicker in the scene?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__06,Did the intensity of the heat signatures change?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__07,Was there any sudden light shift?,ir,light_change,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_change__08,Is the environment stable in terms of thermal distribution?,ir,light_change,Yes.,1.0,1,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__light_recognition__01,How is the scene illuminated in the video?,ir,light_recognition,"The scene is depicted in infrared, utilizing thermal contrast rather than traditional light.",0.1714285714285714,1,0.14285714285714288,3,0.0,4,0.16666666666666666,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__01,Which way should I go to reach the kitchen?,ir,navigation,I am already in the kitchen.,0.6,1,0.6,1,0.0,2,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__02,Is there a clear path shown?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__03,Does the video demonstrate walking?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__04,Can I navigate through the room based on this view?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__06,Is this video for pathfinding?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__07,Can I identify a hallway?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__08,Does the camera move to show a path?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__09,What is the starting point for navigation?,ir,navigation,None.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__navigation__10,Is navigation possible in this static view?,ir,navigation,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__non_common__01,"Is there any object in the kitchen that looks physically impossible or out of place, such as floating items or mesh errors?",ir,non_common,"No, all objects are placed normally in a standard kitchen environment.",0.18181818181818182,1,0.18181818181818182,1,0.18181818181818182,1,0.18181818181818182,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__object_recognition__01,What tools and objects are visible on the kitchen surface besides the vegetables being sliced?,ir,object_recognition,"A knife, a white cutting board, a bowl, and a vegetable peeler.",0.6666666666666666,2,0.7692307692307693,1,0.6666666666666666,2,0.0,3
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__01,What is the primary setting of the video?,ir,scene_sequence,A kitchen counter.,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,0.0,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__02,Did the scene change during the recording?,ir,scene_sequence,No.,0.0,2,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__04,Is the camera moving during the video?,ir,scene_sequence,No.,1.0,1,1.0,1,0.0,2,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__05,How many distinct locations are shown?,ir,scene_sequence,Only one.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__06,What is the camera orientation?,ir,scene_sequence,Top-down.,1.0,1,1.0,1,1.0,1,0.5,2
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__07,Does the scene transition between different rooms?,ir,scene_sequence,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__scene_sequence__08,Are there any background changes?,ir,scene_sequence,No.,0.0,2,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__spatial_reasoning__01,Is the bowl located to the left or right of the cutting board in the scene?,ir,spatial_reasoning,The bowl is located to the right of the cutting board.,0.2222222222222222,1,0.2222222222222222,1,0.0,2,0.2222222222222222,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__01,Is there any text visible on the cutting board?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__02,Can you identify any brand names on the tools?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__03,Is there any text on the bowl?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__04,Does the counter have any markings?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__05,Is there any instructional text in the frame?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__06,Are there any digital displays with text?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__07,Is there any packaging with writing?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_cut_carrot_split_seg4_cut_carrot_ir__text_recognition__08,Are there any labels on the knife?,ir,text_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
