input,size,model_family,model,modality,section,section_raw,total,answered,answer_rate,judge_evaluated,task_aware_score,token_f1,bleu_4,rouge_l_f1,meteor,judge_strict_accuracy,judge_soft_accuracy
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,light_change,light_change,288,288,1.0,288,0.504591049382716,0.35411754390801176,0.41800238064889256,0.3535136791737122,0.16563375026850782,0.5486111111111112,0.5520833333333334
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,light_recognition,light_recognition,54,54,1.0,54,0.2760824868668006,0.30997431520307334,0.327323165809771,0.2993261670549252,0.17901213735025548,0.6111111111111112,0.6481481481481481
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,navigation,navigation,273,273,1.0,273,0.3159340659340659,0.26617131447130465,0.26688671870010366,0.26388378857475625,0.12814872667987381,0.5421245421245421,0.5769230769230769
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,non_common,non_common,68,68,1.0,68,0.8271485015410847,0.44891566411707073,0.3397725487047091,0.44763689173855414,0.21354565571332348,0.8823529411764706,0.8823529411764706
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,object_recognition,object_recognition,50,50,1.0,50,0.3618487394957983,0.39423631270690096,0.49826385456966976,0.3868184364654953,0.20571369730168138,0.62,0.69
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2367986798679868,0.2570920266638783,0.2571803406234716,0.24825206731231425,0.14143952790321518,0.4521452145214521,0.49504950495049505
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.3563107225372751,0.36205443416333966,0.34342774583202995,0.3557698690552451,0.28906609449311815,0.45098039215686275,0.47058823529411764
frame 8,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,rgb,text_recognition,text_recognition,256,256,1.0,256,0.36142909426679587,0.2869204502549942,0.3624005606887601,0.28561085490243004,0.17564314579703688,0.4921875,0.515625
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,action,depth_action,151,151,1.0,151,0.31820374794663847,0.2897269267545855,0.591442814570079,0.2897269267545855,0.15733768998181638,0.3576158940397351,0.3973509933774834
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,counting,depth_counting,103,103,1.0,103,0.2524271844660194,0.10906148867313915,0.5750420332643765,0.10906148867313915,0.053972030999677116,0.2524271844660194,0.2524271844660194
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.4830508474576271,0.22937853107344633,0.7103274854340772,0.22937853107344633,0.10997661354485619,0.5169491525423728,0.5211864406779662
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.4801708469647401,0.4295710650672483,0.635174685516729,0.4295710650672483,0.21449895285449194,0.5267175572519084,0.549618320610687
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,navigation,depth_navigation,53,53,1.0,53,0.6415094339622641,0.39205888451171467,0.3558623939997846,0.39205888451171467,0.1943648129529265,0.7169811320754716,0.7169811320754716
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,non_common,depth_non_common,56,56,1.0,56,0.8075396825396826,0.7106009070294784,0.7537242874609352,0.7106009070294784,0.3458241404669976,0.8035714285714286,0.8035714285714286
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.14512471655328799,0.12913832199546485,0.5092181489811202,0.12403628117913831,0.09356231536682665,0.2653061224489796,0.3163265306122449
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.660377358490566,0.4113804896546295,0.346024704989251,0.4113804896546295,0.20297574582896338,0.7169811320754716,0.7358490566037735
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.5706984126984127,0.4130793650793651,0.3616022880260415,0.4130793650793651,0.19738243050115717,0.66,0.66
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,action,event_action,155,155,1.0,155,0.27229390681003585,0.26297491039426524,0.6317126658545383,0.26297491039426524,0.14803516709395112,0.36774193548387096,0.4290322580645161
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,counting,event_counting,139,139,1.0,139,0.5755395683453237,0.14868105515587532,0.8094239309745772,0.14868105515587532,0.07521255722694573,0.5755395683453237,0.5755395683453237
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.47692307692307695,0.18205128205128207,0.8298229433418907,0.18205128205128207,0.09313581155686418,0.49230769230769234,0.49230769230769234
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5571815718157181,0.5401084010840109,0.7666266975741625,0.5401084010840109,0.27186230739636963,0.5528455284552846,0.5813008130081301
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,navigation,event_navigation,54,54,1.0,54,0.18209876543209877,0.26141975308641974,0.4470542368840596,0.25679012345679014,0.1339660876241042,0.25925925925925924,0.2962962962962963
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,non_common,event_non_common,57,57,1.0,57,0.8070175438596491,0.7512670565302144,0.8644989281950116,0.7512670565302144,0.374292248905252,0.8070175438596491,0.8157894736842105
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,object_recognition,event_object_recognition,54,54,1.0,54,0.3148148148148148,0.3392857142857143,0.5620641703731111,0.3346560846560847,0.2144253543517833,0.42592592592592593,0.48148148148148145
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.045454545454545456,0.07866497139224413,0.320979359629995,0.07866497139224413,0.05127596582004989,0.12727272727272726,0.2
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.4117316017316017,0.3826406926406926,0.485885491154666,0.3826406926406926,0.28304076938620315,0.4909090909090909,0.509090909090909
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,action,action,163,163,1.0,163,0.26996299542311814,0.23819643206146277,0.36809994690273073,0.23717393717393717,0.11724968213540919,0.4601226993865031,0.5337423312883436
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,counting,counting,177,177,1.0,177,0.6666666666666666,0.13687602416415975,0.5432638708771421,0.13687602416415975,0.06099861163183694,0.6666666666666666,0.6694915254237288
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5529411764705883,0.3546311858076564,0.6834425147891052,0.3546311858076564,0.17378785430167096,0.6529411764705882,0.6588235294117647
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.4857190957190957,0.42060034241852423,0.5797135323784278,0.42060034241852423,0.2061647322674209,0.5151515151515151,0.5303030303030303
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,light_change,light_change,176,176,1.0,176,0.3101350038850039,0.20739140724100616,0.492844621295434,0.20739140724100616,0.09595227094476551,0.3977272727272727,0.40625
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,light_recognition,light_recognition,52,52,1.0,52,0.27469992928137726,0.2205513001327481,0.2705548821192837,0.21520941979086775,0.12525140771347412,0.5,0.5192307692307693
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,navigation,navigation,165,165,1.0,165,0.25757575757575757,0.2659467265965755,0.4070696696647718,0.2625028481468844,0.14185902919775417,0.41818181818181815,0.42727272727272725
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,non_common,non_common,56,56,1.0,56,0.7164502164502166,0.4111655866646099,0.3167935209711756,0.4084607179008351,0.19511730264134572,0.75,0.7767857142857143
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,object_recognition,object_recognition,51,51,1.0,51,0.23993577228871346,0.29461065469533876,0.2845093088810951,0.27755701521409043,0.16162578993501092,0.37254901960784315,0.5
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.27325800376647835,0.25936828109343746,0.31067451518252187,0.2551419102863739,0.12953699816376285,0.4180790960451977,0.4661016949152542
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.4850272534483061,0.4723715757926284,0.2478563581083709,0.46602236944342207,0.353906441440011,0.6,0.62
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,ir,text_recognition,text_recognition,159,159,1.0,159,0.4716110234978159,0.32023997714137326,0.36529389522034994,0.3175433848776334,0.17761624865821463,0.5534591194968553,0.5660377358490566
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,action,action,266,266,1.0,266,0.3238094955808357,0.25479459235540614,0.33384883983543684,0.25395917046735267,0.12437794964400305,0.48120300751879697,0.5375939849624061
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,counting,counting,273,273,1.0,273,0.608058608058608,0.10398752651499905,0.5387260757735411,0.10398752651499905,0.04686871656531403,0.6153846153846154,0.6153846153846154
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.5581441656710474,0.27989185247249765,0.574280291516766,0.27989185247249765,0.13261610966164541,0.6308243727598566,0.6397849462365591
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.3787219327028244,0.230673123147507,0.3273676907875751,0.2295653967559257,0.10457380954469216,0.46496815286624205,0.5
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,light_change,light_change,288,288,1.0,288,0.39885912698412695,0.257242791816934,0.40643617742362276,0.2569271352512774,0.11968257355403408,0.4375,0.4375
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,light_recognition,light_recognition,54,54,1.0,54,0.2530440752662975,0.2761334344667678,0.3216261834856938,0.2761334344667678,0.14053528041760638,0.42592592592592593,0.48148148148148145
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,navigation,navigation,273,273,1.0,273,0.27912087912087913,0.2522073917305368,0.27420014037369894,0.24860929479185603,0.12154970202527024,0.41025641025641024,0.43956043956043955
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,non_common,non_common,68,68,1.0,68,0.7434348739495799,0.40279487669193553,0.3079108492005952,0.40279487669193553,0.18599066237258924,0.75,0.7647058823529411
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,object_recognition,object_recognition,50,50,1.0,50,0.2867619047619048,0.30547763347763346,0.4606753935496883,0.3020913900913901,0.15968142749814412,0.46,0.59
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2183718371837184,0.21495956695714877,0.25012088223805196,0.2137683303219645,0.09929576782126452,0.40264026402640263,0.4570957095709571
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.398831209867451,0.4197165336939513,0.3543348198356124,0.41644855983774215,0.3503531782775758,0.5098039215686274,0.5196078431372549
frame 8,8B,InternVL3.5,InternVL3_5-8B-Instruct,rgb,text_recognition,text_recognition,256,256,1.0,256,0.30163959113292754,0.2176370348106271,0.3410139950799424,0.2171487535606271,0.10815932497260547,0.40234375,0.431640625
frame 8,8B,Molmo2,Molmo2-8B,depth,action,depth_action,151,151,1.0,151,0.29761062683150724,0.2692257850360694,0.5149248108357972,0.2692257850360694,0.1555250178909717,0.3841059602649007,0.39403973509933776
frame 8,8B,Molmo2,Molmo2-8B,depth,counting,depth_counting,103,103,1.0,103,0.17475728155339806,0.0482200647249191,0.5684665311227313,0.0482200647249191,0.025128942208215547,0.18446601941747573,0.18446601941747573
frame 8,8B,Molmo2,Molmo2-8B,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.3644067796610169,0.19265536723163842,0.7065601353461151,0.19265536723163842,0.09458856715770186,0.3728813559322034,0.3855932203389831
frame 8,8B,Molmo2,Molmo2-8B,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.40992366412213743,0.3731915667030171,0.6215419147352337,0.3731915667030171,0.18581629020738577,0.44274809160305345,0.44274809160305345
frame 8,8B,Molmo2,Molmo2-8B,depth,navigation,depth_navigation,53,53,1.0,53,0.660377358490566,0.4221557576718509,0.3093314524024364,0.41993600184499186,0.19158372147788258,0.7358490566037735,0.7358490566037735
frame 8,8B,Molmo2,Molmo2-8B,depth,non_common,depth_non_common,56,56,1.0,56,0.3968253968253968,0.3253968253968254,0.7195267574074069,0.3253968253968254,0.15507738722024436,0.4107142857142857,0.4107142857142857
frame 8,8B,Molmo2,Molmo2-8B,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.17913832199546484,0.15975056689342404,0.3540344714598194,0.15975056689342404,0.10732759193579196,0.2653061224489796,0.29591836734693877
frame 8,8B,Molmo2,Molmo2-8B,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.5849056603773585,0.38752620545073374,0.3120539738842422,0.38752620545073374,0.1877189171793695,0.6226415094339622,0.6415094339622641
frame 8,8B,Molmo2,Molmo2-8B,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.5286666666666666,0.35604761904761906,0.3505297369572935,0.35604761904761906,0.16913741844120142,0.6,0.6
frame 8,8B,Molmo2,Molmo2-8B,event,action,event_action,155,155,1.0,155,0.36521249359959035,0.3596569380440348,0.638723433731182,0.3596569380440348,0.1977565873350955,0.4967741935483871,0.5193548387096775
frame 8,8B,Molmo2,Molmo2-8B,event,counting,event_counting,139,139,1.0,139,0.3597122302158273,0.03597122302158273,0.7942905516178527,0.03597122302158273,0.017985611510791366,0.3597122302158273,0.3597122302158273
frame 8,8B,Molmo2,Molmo2-8B,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.4846153846153846,0.1076923076923077,0.8314401073989088,0.1076923076923077,0.05384615384615385,0.49230769230769234,0.49230769230769234
frame 8,8B,Molmo2,Molmo2-8B,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5138211382113821,0.5097560975609756,0.7483068310055191,0.5097560975609756,0.25362449437302254,0.4878048780487805,0.5
frame 8,8B,Molmo2,Molmo2-8B,event,navigation,event_navigation,54,54,1.0,54,0.1574074074074074,0.2518968188323027,0.3861688644693665,0.24071743668517862,0.13478165066447523,0.37037037037037035,0.37962962962962965
frame 8,8B,Molmo2,Molmo2-8B,event,non_common,event_non_common,57,57,1.0,57,0.48538011695906436,0.4807017543859649,0.8190305953469735,0.4807017543859649,0.23921289710763394,0.49122807017543857,0.49122807017543857
frame 8,8B,Molmo2,Molmo2-8B,event,object_recognition,event_object_recognition,54,54,1.0,54,0.3790123456790123,0.3861204638982417,0.5689674969928384,0.3861204638982417,0.2236256905118552,0.46296296296296297,0.49074074074074076
frame 8,8B,Molmo2,Molmo2-8B,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.07272727272727272,0.12753901696749906,0.2632193701005561,0.12176361589798035,0.07811694651063293,0.2,0.2727272727272727
frame 8,8B,Molmo2,Molmo2-8B,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.36932178932178933,0.36932178932178933,0.4617716590436601,0.36932178932178933,0.24904085019245742,0.43636363636363634,0.43636363636363634
frame 8,8B,Molmo2,Molmo2-8B,ir,action,action,163,163,1.0,163,0.33853976521450846,0.3062656634328187,0.3458655415278969,0.30341114921475265,0.16917691366736368,0.5828220858895705,0.6411042944785276
frame 8,8B,Molmo2,Molmo2-8B,ir,counting,counting,177,177,1.0,177,0.4180790960451977,0.09192897497982244,0.5390891533861593,0.09192897497982244,0.04214285918448734,0.4180790960451977,0.4180790960451977
frame 8,8B,Molmo2,Molmo2-8B,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5352941176470588,0.3400093370681606,0.681564087881337,0.3400093370681606,0.1670120619448169,0.6941176470588235,0.6941176470588235
frame 8,8B,Molmo2,Molmo2-8B,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.49025012025012027,0.4281679599861418,0.5687972282082309,0.4281679599861418,0.20739568394882174,0.5272727272727272,0.5363636363636364
frame 8,8B,Molmo2,Molmo2-8B,ir,light_change,light_change,176,176,1.0,176,0.3146042264955859,0.23145971948744257,0.501052397379302,0.23145971948744257,0.1101819910751185,0.4034090909090909,0.40625
frame 8,8B,Molmo2,Molmo2-8B,ir,light_recognition,light_recognition,52,52,1.0,52,0.29456607369503296,0.23815416295619915,0.2681502827789834,0.23815416295619915,0.14769502982182936,0.4807692307692308,0.5
frame 8,8B,Molmo2,Molmo2-8B,ir,navigation,navigation,165,165,1.0,165,0.2727272727272727,0.2687064761642643,0.38096863047721014,0.2647938336185062,0.1400873945135244,0.4303030303030303,0.44545454545454544
frame 8,8B,Molmo2,Molmo2-8B,ir,non_common,non_common,56,56,1.0,56,0.35108225108225105,0.25233482690360176,0.28539001356017957,0.24611136286763774,0.1378503838855641,0.42857142857142855,0.4375
frame 8,8B,Molmo2,Molmo2-8B,ir,object_recognition,object_recognition,51,51,1.0,51,0.2995840760546643,0.364142413577099,0.3114499678785828,0.3425767647526408,0.2547733803673583,0.47058823529411764,0.5980392156862745
frame 8,8B,Molmo2,Molmo2-8B,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.24661016949152542,0.23557574109434165,0.29779227888902315,0.23449601730275343,0.12597872367002902,0.4632768361581921,0.5
frame 8,8B,Molmo2,Molmo2-8B,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.3008108003108003,0.3051524152176326,0.12880594362290423,0.3051524152176326,0.1911477653555686,0.62,0.64
frame 8,8B,Molmo2,Molmo2-8B,ir,text_recognition,text_recognition,159,159,1.0,159,0.48172208643906755,0.34279231532514814,0.3541636364212318,0.3412917084620785,0.1756218301023586,0.5723270440251572,0.5974842767295597
frame 8,8B,Molmo2,Molmo2-8B,rgb,action,action,266,266,1.0,266,0.37011960307912073,0.31279350156926355,0.32989480840393554,0.3092771399413751,0.17863281812803766,0.5977443609022557,0.6259398496240601
frame 8,8B,Molmo2,Molmo2-8B,rgb,counting,counting,273,273,1.0,273,0.39194139194139194,0.05536279270770586,0.5320318690679504,0.05501376208572239,0.025798856839503753,0.3956043956043956,0.3974358974358974
frame 8,8B,Molmo2,Molmo2-8B,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.6223018717642373,0.2916226545258803,0.5774323055454117,0.2916226545258803,0.1400406162212828,0.7311827956989247,0.7383512544802867
frame 8,8B,Molmo2,Molmo2-8B,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.4340301595078665,0.2714838234114131,0.29685889121293446,0.27101201402240627,0.12447382107767883,0.5031847133757962,0.5159235668789809
frame 8,8B,Molmo2,Molmo2-8B,rgb,light_change,light_change,288,288,1.0,288,0.4833719135802469,0.3256053773976568,0.41136511935119496,0.3242995844251972,0.1533964825736908,0.53125,0.5329861111111112
frame 8,8B,Molmo2,Molmo2-8B,rgb,light_recognition,light_recognition,54,54,1.0,54,0.2114174515318306,0.2267907613495849,0.29330140289286505,0.22596771608209515,0.13815030503703665,0.4074074074074074,0.4351851851851852
frame 8,8B,Molmo2,Molmo2-8B,rgb,navigation,navigation,273,273,1.0,273,0.25457875457875456,0.2332279279590835,0.24594254919868405,0.22583696479417972,0.1320040296910636,0.47619047619047616,0.5128205128205128
frame 8,8B,Molmo2,Molmo2-8B,rgb,non_common,non_common,68,68,1.0,68,0.47944861299957653,0.27170097134369,0.29897187452089025,0.27090605878407154,0.15589838943722642,0.5147058823529411,0.5294117647058824
frame 8,8B,Molmo2,Molmo2-8B,rgb,object_recognition,object_recognition,50,50,1.0,50,0.35378151260504204,0.3914383270549599,0.5038339247026966,0.38977166038829325,0.23994015876810934,0.62,0.7
frame 8,8B,Molmo2,Molmo2-8B,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2124312431243124,0.2446752301714847,0.2603091620976182,0.23689989840092526,0.15089027656420703,0.4389438943894389,0.48514851485148514
frame 8,8B,Molmo2,Molmo2-8B,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.4046494336787544,0.4065805091392416,0.3569876741683079,0.40377938869106234,0.32434363403608174,0.5098039215686274,0.5098039215686274
frame 8,8B,Molmo2,Molmo2-8B,rgb,text_recognition,text_recognition,256,256,1.0,256,0.3362954067816321,0.26459761515765645,0.3572842870056033,0.2620046224127096,0.15952489433567724,0.45703125,0.4765625
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,action,depth_action,151,151,1.0,151,0.36343488914942385,0.3432218792013146,0.5858147054333349,0.3421181264419326,0.20174230002484322,0.4105960264900662,0.4271523178807947
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,counting,depth_counting,103,103,1.0,103,0.1650485436893204,0.05080906148867314,0.5676205497423785,0.05080906148867314,0.023080592341248162,0.1650485436893204,0.1650485436893204
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.4915254237288136,0.21807909604519773,0.7093965455010371,0.21807909604519773,0.10551631024423175,0.5254237288135594,0.5254237288135594
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.48044347509996366,0.4238640494365685,0.6262430297989555,0.4238640494365685,0.2075069273827687,0.5038167938931297,0.5076335877862596
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,navigation,depth_navigation,53,53,1.0,53,0.6792452830188679,0.4444743935309973,0.33934816123796413,0.4444743935309973,0.19790915808403706,0.7735849056603774,0.7735849056603774
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,non_common,depth_non_common,56,56,1.0,56,0.9657142857142856,0.8580612244897959,0.7991439069202781,0.8580612244897959,0.41878236903747107,0.9642857142857143,0.9642857142857143
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.07029478458049886,0.07879818594104307,0.47226755492800104,0.07879818594104307,0.06132428383368233,0.2653061224489796,0.30612244897959184
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.5849056603773585,0.3517608394641576,0.31831582902711525,0.3517608394641576,0.1627140729651284,0.660377358490566,0.6698113207547169
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.56,0.37,0.3261640139655141,0.37,0.1514302648513175,0.66,0.66
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,action,event_action,155,155,1.0,155,0.42932923707117254,0.42431131592421917,0.6717920848568338,0.42431131592421917,0.2341111327285113,0.5225806451612903,0.567741935483871
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,counting,event_counting,139,139,1.0,139,0.5251798561151079,0.1079136690647482,0.8057368526787364,0.1079136690647482,0.0539568345323741,0.5251798561151079,0.5251798561151079
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.6,0.13076923076923078,0.8351117285853616,0.13076923076923078,0.06538461538461539,0.6461538461538462,0.6461538461538462
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.6070460704607047,0.5989159891598916,0.8125740542125134,0.5989159891598916,0.301967773372315,0.5691056910569106,0.5813008130081301
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,navigation,event_navigation,54,54,1.0,54,0.17283950617283952,0.24165779675526264,0.4063213294624785,0.24165779675526264,0.13663436041410695,0.42592592592592593,0.46296296296296297
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,non_common,event_non_common,57,57,1.0,57,0.9824561403508771,0.9315789473684211,0.9047287296287463,0.9315789473684211,0.4599844205107363,0.9824561403508771,0.9912280701754386
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,object_recognition,event_object_recognition,54,54,1.0,54,0.4228395061728395,0.4385521885521886,0.6192687141649139,0.42797017797017795,0.2597039367004271,0.5925925925925926,0.6296296296296297
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.08636363636363636,0.14834398784214617,0.30261633320305714,0.1422833817815401,0.10158561565302739,0.2,0.2636363636363636
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.4267099567099567,0.4176190476190476,0.5133409376913052,0.4176190476190476,0.31291384244979215,0.4909090909090909,0.509090909090909
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,action,action,163,163,1.0,163,0.3745127451641345,0.3352414166290023,0.36498125121733666,0.3328896783876935,0.17246801732712683,0.6257668711656442,0.6748466257668712
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,counting,counting,177,177,1.0,177,0.5819209039548022,0.11231279705855977,0.5406897155329218,0.11231279705855977,0.05049981009815502,0.5875706214689266,0.5875706214689266
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.6058823529411764,0.36979458450046687,0.6862490577140619,0.36979458450046687,0.18184980276966492,0.7470588235294118,0.75
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.5796959269686542,0.5113985004894096,0.5946191100996335,0.5113985004894096,0.25312809843173134,0.6121212121212121,0.6212121212121212
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,light_change,light_change,176,176,1.0,176,0.38234659910796276,0.2793077707349098,0.5061302433848307,0.2793077707349098,0.13109391723802225,0.4659090909090909,0.4659090909090909
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,light_recognition,light_recognition,52,52,1.0,52,0.36042351690541735,0.29746457204602,0.2787625163464416,0.2903420649235129,0.17724703607820233,0.5961538461538461,0.6538461538461539
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,navigation,navigation,165,165,1.0,165,0.3242424242424242,0.32331341881581116,0.3964868696327611,0.3175593872723059,0.16069789667241002,0.6,0.6151515151515151
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,non_common,non_common,56,56,1.0,56,0.8431677018633541,0.4451494007200529,0.3373315272868869,0.4451494007200529,0.2061991012375188,0.8928571428571429,0.9017857142857143
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,object_recognition,object_recognition,51,51,1.0,51,0.2998292557116087,0.34823070519664945,0.2908449609400897,0.3347467691120942,0.18968664671450033,0.5490196078431373,0.6666666666666666
