source_qa_id,question,source_modality,source_section,ground_truth_answer,primary_best_modalities,best_input_modalities,is_tie,tie_break_level,rgb_composite_score,rgb_rank,rgb_judge_score,rgb_task_aware_score,rgb_text_metric_mean,rgb_token_f1,ir_composite_score,ir_rank,ir_judge_score,ir_task_aware_score,ir_text_metric_mean,ir_token_f1,event_composite_score,event_rank,event_judge_score,event_task_aware_score,event_text_metric_mean,event_token_f1,depth_composite_score,depth_rank,depth_judge_score,depth_task_aware_score,depth_text_metric_mean,depth_token_f1
depth__wash_cup_split_seg1_wash_cup__depth_spatial_reasoning__01,Is the soap dish located in front of or behind the bottle-shaped container?,depth,depth_spatial_reasoning,Behind the bottle.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666
depth__wash_cup_split_seg2_wash_cup__depth_action__01,What primary action am I performing at the sink?,depth,depth_action,Washing hands.,rgb,rgb,False,composite_score,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.12549178428257962,2,0.0,0.5,0.5032785618838642,0.5,0.12549178428257962,2,0.0,0.5,0.5032785618838642,0.5,0.12549178428257962,2,0.0,0.5,0.5032785618838642,0.5
depth__wash_cup_split_seg2_wash_cup__depth_counting__01,How many bottles are visible in the sink area?,depth,depth_counting,Four.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg2_wash_cup__depth_dynamic_counting__01,How many other people or moving objects aside from my hands appear in the scene?,depth,depth_dynamic_counting,None.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0,0.7420448207626857,1,1.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg2_wash_cup__depth_dynamic_recognition__01,Do my hands move toward or away from the sink area?,depth,depth_dynamic_recognition,Toward the sink area.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5,0.7835524784475448,1,1.0,0.5,0.27130223726934705,0.5
depth__wash_cup_split_seg2_wash_cup__depth_navigation__01,Is this space a navigable path or a stationary workspace?,depth,depth_navigation,A stationary workspace.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.03194715521231362,2,0.0,0.0,0.2129810347487575,0.0
depth__wash_cup_split_seg2_wash_cup__depth_non_common__01,Are there any objects appearing to float in mid-air within the depth map?,depth,depth_non_common,No.,rgb;ir;depth,rgb;ir;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg2_wash_cup__depth_object_recognition__01,Which objects in the sink area appear closest to me?,depth,depth_object_recognition,My hands and arms.,rgb;ir,rgb;ir,True,unresolved_multi_best,0.016186478197091597,1,0.0,0.0,0.10790985464727731,0.0,0.016186478197091597,1,0.0,0.0,0.10790985464727731,0.0,0.011752701606523266,2,0.0,0.0,0.07835134404348844,0.0,0.0020932883658264195,3,0.0,0.0,0.01395525577217613,0.0
depth__wash_cup_split_seg2_wash_cup__depth_scene_sequence__01,Does the camera move to a different room or sequence of spaces during the video?,depth,depth_scene_sequence,"No, it remains stationary.",ir;event;depth,ir;event;depth,True,unresolved_multi_best,0.0020932883658264195,2,0.0,0.0,0.01395525577217613,0.0,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__wash_cup_split_seg2_wash_cup__depth_spatial_reasoning__01,Are the bottles located to the left or right of the sink basin from my perspective?,depth,depth_spatial_reasoning,To the left.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666,0.824534322935765,1,1.0,0.6666666666666666,0.43256800085831704,0.6666666666666666
depth__wash_cup_split_seg3_wash_cup__depth_action__01,What action am I performing with the cup at the faucet?,depth,depth_action,Filling the cup.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0
depth__wash_cup_split_seg3_wash_cup__depth_action__03,What object am I primarily interacting with using my hands?,depth,depth_action,The cup.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_action__04,Am I reaching toward or moving away from the sink fixture?,depth,depth_action,Reaching toward.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0
depth__wash_cup_split_seg3_wash_cup__depth_action__05,Is the action occurring in the near-range depth zone?,depth,depth_action,Yes.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_action__06,Do I manipulate the cup with one or both hands?,depth,depth_action,Both hands.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.03194715521231362,2,0.0,0.0,0.2129810347487575,0.0
depth__wash_cup_split_seg3_wash_cup__depth_action__07,Does the distance between my hands and the sink increase or decrease at the end?,depth,depth_action,Increase.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_action__08,What is the spatial intent of my hand movement?,depth,depth_action,To fill and handle the cup.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.35077007775423086,1,0.5,0.0,0.005133851694872699,0.0,0.35077007775423086,1,0.5,0.0,0.005133851694872699,0.0,0.35077007775423086,1,0.5,0.0,0.005133851694872699,0.0,0.0530059882912358,2,0.0,0.0,0.18721317422120728,0.28571428571428575
depth__wash_cup_split_seg3_wash_cup__depth_counting__01,How many distinct objects are present on the sink surface?,depth,depth_counting,6.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_counting__02,How many stationary containers are visible near the sink?,depth,depth_counting,3.,ir,ir,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_counting__03,How many faucets are identifiable in the scene?,depth,depth_counting,1.,rgb;ir,rgb;ir,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_counting__06,How many items am I holding at once?,depth,depth_counting,1.,depth,depth,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_counting__08,How many small rectangular objects are on the sink deck?,depth,depth_counting,2.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_counting__01,How many people are present in the scene besides me?,depth,depth_dynamic_counting,1.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_counting__04,How many dynamic entities are present in the scene?,depth,depth_dynamic_counting,1.,event;depth,event;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_counting__05,How many hands are visible in the depth stream?,depth,depth_dynamic_counting,2.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_counting__07,How many objects move in the scene?,depth,depth_dynamic_counting,1.,event;depth,event;depth,True,unresolved_multi_best,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__01,Is the object I am holding moving toward the faucet?,depth,depth_dynamic_recognition,Yes.,rgb;ir;event,rgb;ir;event,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__03,Does the object disappear from view?,depth,depth_dynamic_recognition,No.,event,event,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__04,Is the person moving closer to the sink?,depth,depth_dynamic_recognition,Yes.,event,event,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__06,Does the person move away from the sink?,depth,depth_dynamic_recognition,"Yes, at the end.",rgb,rgb,False,composite_score,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,2,0.0,0.0,0.03793431817700458,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__07,Is the object motion sustained throughout the sequence?,depth,depth_dynamic_recognition,Yes.,ir,ir,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_cup_split_seg3_wash_cup__depth_dynamic_recognition__08,Does the depth layer of the cup change significantly during the action?,depth,depth_dynamic_recognition,"Yes, from sink surface to hand-held distance.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,3.83399137984652e-05,1,0.0,0.0,0.0002555994253231013,0.0,3.83399137984652e-05,1,0.0,0.0,0.0002555994253231013,0.0,3.83399137984652e-05,1,0.0,0.0,0.0002555994253231013,0.0,3.83399137984652e-05,1,0.0,0.0,0.0002555994253231013,0.0
depth__wash_cup_split_seg3_wash_cup__depth_navigation__01,Is there a clear walking path visible in the scene?,depth,depth_navigation,"No, it is a stationary sink area.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7425446895577464,1,1.0,1.0,0.127787107874154,0.2857142857142857,0.7425446895577464,1,1.0,1.0,0.127787107874154,0.2857142857142857,0.7425446895577464,1,1.0,1.0,0.127787107874154,0.2857142857142857,0.7425446895577464,1,1.0,1.0,0.127787107874154,0.2857142857142857
depth__wash_cup_split_seg3_wash_cup__depth_non_common__01,Are there any floating objects in this scene?,depth,depth_non_common,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_cup_split_seg3_wash_cup__depth_object_recognition__01,Which objects are located closest to me?,depth,depth_object_recognition,The soap bottles.,rgb,rgb,False,composite_score,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.02259005009024612,2,0.0,0.0,0.15060033393497413,0.0,0.015467425166330283,3,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,3,0.0,0.0,0.10311616777553521,0.0
depth__wash_cup_split_seg3_wash_cup__depth_scene_sequence__01,Does the camera move into any other rooms or spaces during the sequence?,depth,depth_scene_sequence,"No, only the sink area.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__wash_hand_split_seg1_wash_hands__depth_action__01,What object is being held and moved by the hand in the foreground?,depth,depth_action,A fidget spinner.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0,0.015467425166330283,1,0.0,0.0,0.10311616777553521,0.0
depth__wash_hand_split_seg1_wash_hands__depth_counting__01,How many computer monitors can I count in the workspace?,depth,depth_counting,6,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg1_wash_hands__depth_dynamic_counting__01,How many hands are visible moving in the foreground?,depth,depth_dynamic_counting,1,rgb;ir,rgb;ir,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg1_wash_hands__depth_dynamic_recognition__01,Does the hand holding the fidget spinner move closer to me during the video?,depth,depth_dynamic_recognition,"It stays at a consistent, close depth.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.0002832957738850246,1,0.0,0.0,0.0018886384925668308,0.0,0.0002832957738850246,1,0.0,0.0,0.0018886384925668308,0.0,0.0002832957738850246,1,0.0,0.0,0.0018886384925668308,0.0,0.0002832957738850246,1,0.0,0.0,0.0018886384925668308,0.0
depth__wash_hand_split_seg1_wash_hands__depth_navigation__01,Is the space between the desk workstations clear for navigation?,depth,depth_navigation,"Yes, it is.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5,0.7835524784475448,1,1.0,1.0,0.27130223726934705,0.5
depth__wash_hand_split_seg1_wash_hands__depth_scene_sequence__01,Does the path taken move consistently from one desk workstation to the next?,depth,depth_scene_sequence,Yes.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg1_wash_hands__depth_spatial_reasoning__01,Is the chair positioned in front of or behind the desk relative to my perspective?,depth,depth_spatial_reasoning,In front of.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0,0.005690147726550687,1,0.0,0.0,0.03793431817700458,0.0
depth__wash_hand_split_seg2_wash_hands__depth_action__01,What action is being performed at the sink?,depth,depth_action,Washing hands.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0,0.990625,1,1.0,1.0,0.9791666666666666,1.0
depth__wash_hand_split_seg2_wash_hands__depth_counting__01,How many main objects or regions can be identified in the 3D space?,depth,depth_counting,5.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg2_wash_hands__depth_dynamic_counting__01,"How many people, besides me, are visible in the scene?",depth,depth_dynamic_counting,One.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg2_wash_hands__depth_dynamic_recognition__01,Does the person move closer or further away during the recording?,depth,depth_dynamic_recognition,They stay at the same depth.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0,0.0007700777542309049,1,0.0,0.0,0.005133851694872699,0.0
depth__wash_hand_split_seg2_wash_hands__depth_navigation__01,"Is there a clear, wide corridor for movement in this 3D layout?",depth,depth_navigation,"No, it is confined.",rgb;event;depth,rgb;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.0020932883658264195,2,0.0,0.0,0.01395525577217613,0.0,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__wash_hand_split_seg2_wash_hands__depth_non_common__01,Are there any floating objects or depth artifacts visible in the scene?,depth,depth_non_common,No.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_hand_split_seg2_wash_hands__depth_object_recognition__01,What is the primary object that my hands are positioned near?,depth,depth_object_recognition,The tap.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.3920448207626857,1,0.5,0.0,0.2802988050845715,0.0,0.3920448207626857,1,0.5,0.0,0.2802988050845715,0.0,0.3920448207626857,1,0.5,0.0,0.2802988050845715,0.0,0.3920448207626857,1,0.5,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg2_wash_hands__depth_scene_sequence__01,Does the camera move into a different room during the video?,depth,depth_scene_sequence,No.,depth,depth,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0
depth__wash_hand_split_seg2_wash_hands__depth_spatial_reasoning__01,Is the tap closer to me than the sink basin?,depth,depth_spatial_reasoning,"No, the sink is closer.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4,0.7627596236886635,1,1.0,1.0,0.19497406783433302,0.4
depth__wash_hand_split_seg3_wash_hands__depth_action__01,What is the primary action performed by the operator at the start of the sequence?,depth,depth_action,Holding a microphone.,ir;event;depth,ir;event;depth,True,unresolved_multi_best,0.02259005009024612,2,0.0,0.0,0.15060033393497413,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0,0.03194715521231362,1,0.0,0.0,0.2129810347487575,0.0
depth__wash_hand_split_seg3_wash_hands__depth_action__04,Is the operator performing a grasping action?,depth,depth_action,Yes.,event,event,False,composite_score,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0,0.9249999999999999,1,1.0,1.0,0.8333333333333334,1.0,0.04204482076268573,2,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg3_wash_hands__depth_action__05,How does the distance to the microphone change during the interaction?,depth,depth_action,It remains stable at a near-field distance.,ir;event;depth,ir;event;depth,True,unresolved_multi_best,0.00780984984230064,2,0.0,0.0,0.0520656656153376,0.0,0.7488519326733141,1,1.0,0.3333333333333333,0.17208477991359739,0.3333333333333333,0.7488519326733141,1,1.0,0.3333333333333333,0.17208477991359739,0.3333333333333333,0.7488519326733141,1,1.0,0.3333333333333333,0.17208477991359739,0.3333333333333333
depth__wash_hand_split_seg3_wash_hands__depth_action__06,Is the operator holding the microphone steady?,depth,depth_action,Yes.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0,0.04204482076268573,1,0.0,0.0,0.2802988050845715,0.0
depth__wash_hand_split_seg3_wash_hands__depth_action__07,What is the spatial relationship between the operator's hands and the microphone?,depth,depth_action,The hands are grasping the microphone at a close proximity.,event,event,False,composite_score,0.034287528999566795,3,0.0,0.14285714285714285,0.13334543142568342,0.14285714285714285,0.12376063062274392,2,0.0,0.5454545454545454,0.3889685541189612,0.5454545454545454,0.8237606306227439,1,1.0,0.5454545454545454,0.3889685541189612,0.5454545454545454,0.12376063062274392,2,0.0,0.5454545454545454,0.3889685541189612,0.5454545454545454
depth__wash_hand_split_seg3_wash_hands__depth_action__08,Does the operator change their hand position during the clip?,depth,depth_action,"Yes, they shift between handling the microphone and the mobile device.",rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7291631145948098,1,1.0,1.0,0.08710369079466669,0.19999999999999998,0.7291631145948098,1,1.0,1.0,0.08710369079466669,0.19999999999999998,0.7291631145948098,1,1.0,1.0,0.08710369079466669,0.19999999999999998,0.7291631145948098,1,1.0,1.0,0.08710369079466669,0.19999999999999998
depth__wash_hand_split_seg3_wash_hands__depth_counting__03,How many major static depth layers can be identified excluding the moving objects?,depth,depth_counting,"Two, the immediate foreground and the background wall.",depth,depth,False,composite_score,0.0002832957738850246,2,0.0,0.0,0.0018886384925668308,0.0,0.0002832957738850246,2,0.0,0.0,0.0018886384925668308,0.0,0.0002832957738850246,2,0.0,0.0,0.0018886384925668308,0.0,0.7002832957738849,1,1.0,1.0,0.0018886384925668308,0.0
depth__wash_hand_split_seg3_wash_hands__depth_counting__04,How many people appear in the total sequence?,depth,depth_counting,One person.,rgb;ir;event;depth,rgb;ir;event;depth,True,unresolved_multi_best,0.7154674251663302,1,1.0,1.0,0.10311616777553521,0.0,0.7154674251663302,1,1.0,1.0,0.10311616777553521,0.0,0.7154674251663302,1,1.0,1.0,0.10311616777553521,0.0,0.7154674251663302,1,1.0,1.0,0.10311616777553521,0.0
