sample_key,status,row_index,section,primary_section,sections,category,qa_source,qa_index,source_modality,annotation_key,fusion_score,support_score,lexical_support_score,semantic_support_score,semantic_support_raw_cosine,supporting_modality_count,supporting_modalities,modality_reliability,modality_weight_profile,requires_lexical_support,is_outlier,selection_reason,reliability_gate,review_recommended,review_priority,review_reasons,support_level,best_support_modality,best_support_score,best_match_modality,best_match_category,question,answer
cut_carrot,selected,86,motion_and_action,motion_and_action,motion_and_action,depth_dynamic_recognition,original_modality,6,depth,depth_dynamic_recognition,1.911,0.445,0.125,0.617,0.708,3,event;ir;rgb,0.879,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,ir,0.401,ir,dynamic_recognition,When does the second moving blob appear?,Frame
cut_carrot,selected,87,motion_and_action,motion_and_action,motion_and_action,depth_dynamic_recognition,original_modality,4,depth,depth_dynamic_recognition,1.895,0.431,0.167,0.574,0.687,2,event;rgb,0.879,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,rgb,0.385,event,event_non_common,Is there a vehicle moving away from me?,No
cut_carrot,selected,88,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,6,depth,depth_dynamic_counting,1.882,0.421,0.3,0.568,0.684,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,False,none,,moderate,rgb,0.399,rgb,dynamic_counting,How many animals are seen moving?,Zero
cut_carrot,selected,89,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,1,depth,depth_dynamic_counting,1.841,0.387,0.286,0.51,0.655,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,False,none,,moderate,rgb,0.361,ir,navigation,How many cars approach me from the front?,Zero
wash_hands,selected,1,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,1,event,event_action,2.621,0.392,0.048,0.578,0.689,1,audio,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.392,audio,audio_hia,What am I doing with the camera at the start?,"Panning,"
wash_hands,selected,2,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,7,event,event_dynamic_recognition,2.596,0.371,0.048,0.546,0.673,1,audio,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.371,audio,audio_hia,Does the camera stop at a specific object?,"Yes,"
wash_hands,selected,3,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,4,event,event_dynamic_recognition,2.525,0.312,0.0,0.48,0.64,1,audio,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.312,audio,audio_chronological_caption,Has a chair been moved during the recording?,"No,"
wash_hands,selected,4,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,3,event,event_action,2.516,0.305,0.006,0.466,0.633,1,audio,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.305,audio,audio_chronological_caption,Am I looking at the floor at any point?,"Yes,"
wash_hands,selected,5,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,5,event,event_action,2.476,0.271,0.006,0.415,0.607,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.271,audio,audio_chronological_caption,Do I move closer to the desk at the end?,"Yes,"
wash_hands,selected,6,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,4,event,event_action,2.455,0.254,0.0,0.39,0.595,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.254,audio,audio_chronological_caption,Do I interact physically with any keyboard?,"No,"
wash_hands,selected,7,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,6,event,event_dynamic_recognition,2.452,0.252,0.0,0.387,0.594,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.252,audio,audio_chronological_caption,Does a screen flicker or change content?,"No,"
wash_hands,selected,8,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,1,event,event_dynamic_counting,2.438,0.24,0.043,0.481,0.64,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.219,audio,audio_chronological_caption,How many people do I see moving in the room?,"0,"
wash_hands,selected,9,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,1,event,event_dynamic_recognition,2.417,0.223,0.006,0.34,0.57,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.223,audio,audio_chronological_caption,Does a person walk across my view?,"No,"
wash_hands,selected,10,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,5,event,event_dynamic_recognition,2.41,0.216,0.0,0.333,0.566,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.216,audio,audio_chronological_caption,Did I see a car through a window?,"No,"
wash_hands,selected,11,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,2,event,event_dynamic_recognition,2.406,0.213,0.006,0.325,0.563,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.213,audio,audio_chronological_caption,When does the second monitor appear?,"Frame 30,"
wash_hands,selected,12,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,7,event,event_action,2.4,0.209,0.006,0.318,0.559,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.209,audio,audio_chronological_caption,How long do I spend looking at the chairs?,"Briefly,"
wash_hands,selected,13,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,8,event,event_action,2.377,0.189,0.0,0.291,0.546,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.189,audio,audio_chronological_caption,Do I pick up any objects?,No
wash_hands,selected,14,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,3,event,event_dynamic_recognition,2.376,0.189,0.0,0.29,0.545,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.189,audio,audio_chronological_caption,Does any monitor move on its own?,"No,"
wash_hands,selected,15,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,2,event,event_action,2.363,0.177,0.0,0.273,0.536,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.177,audio,audio_hia,Which direction am I panning?,"Left,"
wash_hands,selected,16,motion_and_action,motion_and_action,motion_and_action,event_action,original_modality,6,event,event_action,2.36,0.175,0.0,0.27,0.535,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.175,audio,audio_chronological_caption,Am I inspecting the PC tower or the monitor first?,"PC tower,"
wash_hands,selected,17,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,8,event,event_dynamic_recognition,2.352,0.168,0.0,0.259,0.53,0,,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.168,audio,audio_chronological_caption,Do any cables move independently?,No
wash_hands,selected,18,temporal_sequence,temporal_sequence,temporal_sequence;motion_and_action,event_scene_sequence,original_modality,,event,event_scene_sequence,2.247,0.248,0.04,0.386,0.593,0,,1.0,temporal,False,False,passed_support_soft_gate,support_soft,False,none,,moderate,audio,0.248,audio,audio_hia,Do I see the office chairs before or after the camera pans across the first monitor?,After.
cut_carrot,review,1,motion_and_action,motion_and_action,motion_and_action,event_dynamic_recognition,original_modality,,event,event_dynamic_recognition,2.85,0.709,0.333,0.912,0.856,3,depth;ir;rgb,0.915,visual_motion,False,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,strong,ir,0.628,ir,dynamic_recognition,When did my hand first appear in the scene?,Frame 60.
cut_carrot,review,2,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,,event,event_dynamic_counting,2.799,0.667,0.5,0.87,0.835,3,depth;ir;rgb,0.915,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,strong,rgb,0.627,rgb,counting,How many hands enter the field of view?,One.
cut_carrot,review,3,audio_understanding,audio_understanding,audio_understanding,audio_hia,caption_fallback,,audio,audio_hia,2.769,0.696,0.182,0.916,0.858,3,event;ir;rgb,0.723,audio,False,False,passed_support_exempt_gate,support_exempt,True,low,caption_fallback,strong,rgb,0.669,rgb,action,What audio cue is described?,00:04 - 00:26: Peel carrot
cut_carrot,review,4,text_and_symbols,text_and_symbols,text_and_symbols;objects_and_attributes,text_recognition,original_modality,4,rgb,text_recognition,2.742,0.41,0.25,0.707,0.753,1,event,1.0,visual_text,True,False,passed_support_exempt_gate,support_exempt,True,high,category_mismatch_spatial_hint,moderate,event,0.41,event,event_spatial_reasoning,Where is the 'VICTORINOX' text located?,On the peeler's handle
cut_carrot,review,5,audio_understanding,audio_understanding,audio_understanding;temporal_sequence,audio_chronological_caption,caption_fallback,,audio,audio_chronological_caption,2.674,0.617,0.041,0.863,0.832,3,event;ir;rgb,0.723,audio,False,False,passed_support_exempt_gate,support_exempt,True,medium,caption_fallback;semantic_high_lexical_low,strong,rgb,0.613,rgb,scene_sequence,What sound is described?,knife blade scraping across the board is heard
cut_carrot,review,6,text_and_symbols,text_and_symbols,text_and_symbols;objects_and_attributes,text_recognition,original_modality,7,rgb,text_recognition,2.664,0.345,0.2,0.614,0.707,1,ir,1.0,visual_text,True,False,passed_support_exempt_gate,support_exempt,True,high,category_mismatch_counting_hint;possible_numeric_conflict,moderate,ir,0.315,ir,counting,How many brand names can be read in the scene?,"At least three (Victorinox, Lenovo, Intel)"
cut_carrot,review,7,counting,counting,counting,counting,original_modality,7,rgb,counting,2.623,0.561,0.429,0.87,0.835,3,depth;event;ir,1.0,visual_count,True,False,passed_support_required_gate,support_required,True,high,possible_numeric_conflict,strong,event,0.561,event,event_dynamic_counting,How many hands are interacting with the objects?,Two
cut_carrot,review,8,counting,counting,counting,depth_counting,original_modality,2,depth,depth_counting,2.558,0.567,0.5,0.724,0.762,3,event;ir;rgb,0.879,visual_count,True,False,passed_support_required_gate,support_required,True,high,possible_numeric_conflict,strong,rgb,0.543,rgb,counting,How many large circular objects are on the right?,One
cut_carrot,review,9,temporal_sequence,temporal_sequence,temporal_sequence;motion_and_action,scene_sequence,original_modality,9,rgb,scene_sequence,2.555,0.754,0.5,0.923,0.862,4,audio;depth;event;ir,1.0,temporal,False,False,passed_support_soft_gate,support_soft,True,high,category_mismatch_spatial_hint,strong,ir,0.754,ir,spatial_reasoning,Where is the knife located at the beginning?,On the right side of the cutting board
cut_carrot,review,10,anomaly_and_safety,anomaly_and_safety,anomaly_and_safety,non_common,original_modality,,rgb,non_common,2.55,0.667,0.333,1.0,0.921,1,ir,1.0,anomaly,False,False,passed_review_gate,review_recommended,True,low,anomaly_category,strong,ir,0.667,ir,non_common,What is wrong with the placement of the electronic device in the kitchen?,The laptop is sitting on the stove.
cut_carrot,review,11,anomaly_and_safety,anomaly_and_safety,anomaly_and_safety,non_common,original_modality,,ir,non_common,2.55,0.667,0.333,1.0,0.921,1,rgb,1.0,anomaly,False,False,passed_review_gate,review_recommended,True,low,anomaly_category,strong,rgb,0.667,rgb,non_common,What is unusual about the placement of the laptop in this kitchen scene?,It is placed on a stovetop.
cut_carrot,review,12,motion_and_action,motion_and_action,motion_and_action,dynamic_recognition,original_modality,,ir,dynamic_recognition,2.487,0.698,0.3,0.912,0.856,4,audio;depth;event;rgb,1.0,visual_motion,False,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,strong,event,0.628,event,event_dynamic_recognition,At what point do the hands first appear in the video?,Around frame 30.
cut_carrot,review,13,counting,counting,counting,counting,original_modality,9,rgb,counting,2.425,0.396,0.333,0.542,0.671,1,depth,1.0,visual_count,True,False,passed_support_required_gate,support_required,True,high,possible_numeric_conflict,moderate,depth,0.365,depth,depth_counting,How many stovetop heating zones are visible?,Two
cut_carrot,review,14,spatial_and_layout,spatial_and_layout,spatial_and_layout;motion_and_action,navigation,original_modality,5,rgb,navigation,2.419,0.391,0.111,0.81,0.805,2,event;ir,1.0,visual_spatial,True,False,passed_support_required_gate,support_required,True,high,possible_direction_conflict,moderate,event,0.391,event,event_spatial_reasoning,Where do the peels go?,Into the bowl on the right
cut_carrot,review,15,counting,counting,counting,depth_counting,original_modality,6,depth,depth_counting,2.398,0.433,0.333,0.667,0.733,3,event;ir;rgb,0.879,visual_count,True,False,passed_support_required_gate,support_required,True,high,possible_numeric_conflict,moderate,rgb,0.405,rgb,counting,How many objects are passed on the right in the first half?,One
cut_carrot,review,16,counting,counting,counting,counting,original_modality,8,rgb,counting,2.394,0.37,0.3,0.534,0.667,1,depth,1.0,visual_count,True,False,passed_support_required_gate,support_required,True,high,possible_numeric_conflict,moderate,depth,0.32,ir,counting,How many electrical sockets are seen on the power strip?,Three
cut_carrot,review,17,temporal_sequence,temporal_sequence,temporal_sequence;motion_and_action,scene_sequence,original_modality,5,rgb,scene_sequence,2.371,0.6,0.364,0.758,0.779,3,audio;event;ir,1.0,temporal,False,False,passed_support_soft_gate,support_soft,True,high,category_mismatch_spatial_hint,strong,ir,0.6,ir,spatial_reasoning,Where do I place the carrot segments before julienning them?,On the cutting board
cut_carrot,review,18,spatial_and_layout,spatial_and_layout,spatial_and_layout;motion_and_action,navigation,original_modality,9,rgb,navigation,2.328,0.315,0.111,0.62,0.71,0,,1.0,visual_spatial,True,False,passed_support_required_gate,support_required,True,high,no_supporting_modality,moderate,event,0.268,ir,non_common,Where is the power outlet located?,On the wall to the top right
cut_carrot,review,19,spatial_and_layout,spatial_and_layout,spatial_and_layout,depth_spatial_reasoning,original_modality,,depth,depth_spatial_reasoning,2.317,0.366,0.222,0.582,0.691,2,event;rgb,0.879,visual_spatial,True,False,passed_support_required_gate,support_required,True,high,possible_direction_conflict,moderate,rgb,0.343,rgb,light_recongnition,"Relative to the vertical poles on the left, where is the ground plane located?",Below them.
cut_carrot,review,20,temporal_sequence,temporal_sequence,temporal_sequence;motion_and_action,scene_sequence,original_modality,,ir,scene_sequence,2.283,0.611,0.25,0.852,0.826,3,audio;event;rgb,1.0,temporal,False,False,passed_support_soft_gate,support_soft,True,medium,long_answer;multi_clause_answer,strong,rgb,0.568,rgb,action,What is the sequence of actions involving the carrot?,"It is initially on the board, then picked up and peeled over a bowl."
cut_carrot,review,21,motion_and_action,motion_and_action,motion_and_action;counting,dynamic_counting,original_modality,6,rgb,dynamic_counting,2.262,0.51,0.429,0.609,0.705,2,depth;ir,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_negation_conflict,strong,depth,0.51,depth,depth_dynamic_recognition,Does the laptop move at any time?,No
cut_carrot,review,22,scene_and_context,scene_and_context,scene_and_context,light_recongnition,original_modality,,rgb,light_recongnition,2.242,0.41,0.2,0.582,0.691,3,depth;event;ir,1.0,visual_light,False,False,passed_support_exempt_gate,support_exempt,True,high,possible_direction_conflict,moderate,ir,0.404,depth,depth_spatial_reasoning,From which direction is the primary light source hitting the cutting board?,From above (overhead).
cut_carrot,review,23,spatial_and_layout,spatial_and_layout,spatial_and_layout;motion_and_action,navigation,original_modality,,ir,navigation,2.237,0.406,0.133,0.815,0.808,1,depth,1.0,visual_spatial,True,False,passed_support_required_gate,support_required,True,medium,multi_clause_answer,moderate,depth,0.326,depth,depth_action,Which way should I turn to leave the counter area based on the typical layout?,Step back and turn left or right.
cut_carrot,review,24,text_and_symbols,text_and_symbols,text_and_symbols;objects_and_attributes,text_recognition,original_modality,,ir,text_recognition,2.193,0.369,0.167,0.745,0.772,1,rgb,1.0,visual_text,True,False,passed_support_exempt_gate,support_exempt,True,high,category_mismatch_spatial_hint,moderate,rgb,0.309,rgb,text_recognition,Where can text-like thermal patterns be observed on the laptop?,On the lower right corner of the base.
cut_carrot,review,25,counting,counting,counting,depth_counting,original_modality,8,depth,depth_counting,2.145,0.223,0.083,0.549,0.674,0,,0.879,visual_count,True,False,passed_support_required_gate,support_required,True,high,no_supporting_modality;possible_numeric_conflict,moderate,rgb,0.165,rgb,counting,Total number of primary vertical structures on the left?,Five
cut_carrot,review,26,anomaly_and_safety,anomaly_and_safety,anomaly_and_safety,event_non_common,original_modality,,event,event_non_common,2.137,0.448,0.125,0.771,0.786,2,depth;rgb,0.915,anomaly,False,False,passed_review_gate,review_recommended,True,low,anomaly_category,moderate,depth,0.441,depth,depth_dynamic_recognition,Is there any object floating in the air without being held?,No.
cut_carrot,review,27,objects_and_attributes,objects_and_attributes,objects_and_attributes,depth_object_recognition,original_modality,,depth,depth_object_recognition,2.002,0.271,0.091,0.49,0.645,0,,0.879,visual_object,False,False,passed_support_required_gate,support_required,True,high,no_supporting_modality,moderate,ir,0.263,event,event_dynamic_recognition,What is the most prominent 3D shape visible on the right side in the early frames?,A large circular object.
cut_carrot,review,28,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,4,depth,depth_dynamic_counting,1.963,0.488,0.333,0.676,0.738,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,strong,rgb,0.462,rgb,counting,How many moving objects are in the mid-range?,One
cut_carrot,review,29,motion_and_action,motion_and_action,motion_and_action,depth_dynamic_recognition,original_modality,5,depth,depth_dynamic_recognition,1.932,0.462,0.143,0.635,0.717,3,event;ir;rgb,0.879,visual_motion,False,False,passed_support_soft_gate,support_soft,True,high,possible_negation_conflict,strong,rgb,0.462,rgb,light_change,Does the distant object cross from left to right?,Yes
cut_carrot,review,30,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,3,depth,depth_dynamic_counting,1.866,0.407,0.25,0.599,0.699,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,moderate,rgb,0.392,rgb,counting,How many times does a distant object cross the path?,One
cut_carrot,review,31,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,5,depth,depth_dynamic_counting,1.824,0.372,0.286,0.478,0.639,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,moderate,rgb,0.361,rgb,counting,How many humans are walking away?,Zero
cut_carrot,review,32,motion_and_action,motion_and_action,motion_and_action;counting,depth_dynamic_counting,original_modality,2,depth,depth_dynamic_counting,1.817,0.366,0.25,0.508,0.654,2,event;rgb,0.879,visual_motion,True,False,passed_support_soft_gate,support_soft,True,high,possible_numeric_conflict,moderate,rgb,0.342,event,event_dynamic_counting,How many people pass by at a near range?,Zero
wash_hands,review,1,audio_understanding,audio_understanding,audio_understanding,audio_hia,caption_fallback,,audio,audio_hia,2.602,0.419,0.048,0.578,0.689,1,event,1.0,audio,False,False,passed_support_exempt_gate,support_exempt,True,low,caption_fallback,moderate,event,0.419,event,event_action,What audio cue is described?,egocentric video shows the camera wearer interacting
wash_hands,review,2,audio_understanding,audio_understanding,audio_understanding;temporal_sequence,audio_chronological_caption,caption_fallback,,audio,audio_chronological_caption,2.506,0.338,0.006,0.481,0.64,1,event,1.0,audio,False,False,passed_support_exempt_gate,support_exempt,True,low,caption_fallback,moderate,event,0.338,event,event_dynamic_counting,What sound is described?,water begins
wash_hands,review,3,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,8,event,event_dynamic_counting,2.381,0.192,0.006,0.42,0.61,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.192,audio,audio_chronological_caption,How many times do I change direction to look at the floor?,1
wash_hands,review,4,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,2,event,event_dynamic_counting,2.344,0.162,0.0,0.36,0.58,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.162,audio,audio_chronological_caption,How many chairs do I pass during my movement?,"2,"
wash_hands,review,5,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,3,event,event_dynamic_counting,2.344,0.162,0.0,0.36,0.58,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.162,audio,audio_chronological_caption,How many keyboards enter my field of view?,"2,"
wash_hands,review,6,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,5,event,event_dynamic_counting,2.338,0.157,0.0,0.348,0.574,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.157,audio,audio_chronological_caption,How many times does an object move independently?,"0,"
wash_hands,review,7,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,7,event,event_dynamic_counting,2.31,0.133,0.0,0.296,0.548,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.133,audio,audio_chronological_caption,How many desks do I traverse?,"1,"
wash_hands,review,8,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,4,event,event_dynamic_counting,2.305,0.129,0.0,0.287,0.544,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,moderate,audio,0.129,audio,audio_chronological_caption,How many PC towers move past my frame?,"2,"
wash_hands,review,9,motion_and_action,motion_and_action,motion_and_action;counting,event_dynamic_counting,original_modality,6,event,event_dynamic_counting,2.276,0.105,0.0,0.232,0.516,0,,1.0,visual_motion,True,False,passed_support_soft_gate,support_soft,True,medium,strict_category_low_lexical,weak,audio,0.105,audio,audio_chronological_caption,How many monitors do I pan across?,"3,"
wash_hands,review,10,counting,counting,counting,event_counting,original_modality,3,event,event_counting,1.8,0.125,0.0,0.417,0.608,0,,1.0,visual_count,True,False,passed_support_required_gate,support_required,True,high,strict_category_low_lexical;no_supporting_modality,moderate,audio,0.125,audio,audio_chronological_caption,How many keyboards appear during the pan?,"2,"
