anls,answer_length_chars,baseline_gpu_gb,benchmark_type,bleu_4,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,meteor,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.4,False,8,No.,2.068,frame,contradiction,incorrect,gemini-3.1-flash-lite,The reference states the lights did not turn on/off; 'off' is incorrect.,0.0,1.0939,,0.0,ir,off,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.214,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__01,Did the lights turn on or off?,,cb4d45b28d70c8cbe8d2a54b,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,62,6.146,shared_balanced_frame_count_smoke_v1,0.08820727472213225,0.0,0.743362831858407,False,8,"No, the screen remains mostly black with only minor, static blue artifacts.",2.069,frame,contradiction,incorrect,gemini-3.1-flash-lite,The reference explicitly states no fluctuation occurred.,0.0,1.3893,,0.0,rgb,"Yes, the lighting intensity fluctuates before the final scene.",internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.216,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__03,Does the lighting intensity fluctuate before the final scene?,,3d6fe2f40da263147c20972a,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,6.146,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.063,frame,none,correct,gemini-3.1-flash-lite,Agrees with the reference.,1.0,1.1094,,0.5,ir,no,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,1.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.209,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__02,Is it getting brighter?,,5689c19c66c696427e248f13,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.0007667982759693039,,0.09523809523809523,False,8,"Only faint, static blue light points are visible.",2.071,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states faint blue light points are visible.,0.0,1.119,,0.0,rgb,No.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.217,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__04,Are there any external light sources visible during the dark phase?,,89fb94ddbefe329e897c234d,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.063,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states no.,0.0,1.1092,,0.0,ir,yes,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.209,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__03,Is it getting darker?,,ede40be44193e289c07cba83,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,11,6.146,shared_balanced_frame_count_smoke_v1,1.9007028956229227e-06,,0.21978021978021975,False,8,"The lighting in the final scene appears to be natural, likely sunlight coming from a nearby window.",2.069,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states natural light.,0.0,1.1618,,0.0,rgb,Artificial.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.216,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__05,Is the lighting in the final scene natural or artificial?,,102f9e3933ac19298efab089,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.065,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states no change.,0.0,1.0845,,0.0,ir,yes,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.211,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__04,Did the light intensity change?,,407567f11a36e349dbe5c319,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,4,6.146,shared_balanced_frame_count_smoke_v1,0.00033546262790251185,1.0,0.13043478260869565,False,8,"Yes, the light reveals a desk with various items on it.",2.068,frame,none,correct,gemini-3.1-flash-lite,Agrees with the reference.,1.0,1.118,,0.06097560975609757,rgb,Yes.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.214,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__06,Does the change in light reveal a new environment?,,a4c22fca4527db1acb8ca7ca,False,0.0,0.19999999999999998,light_change,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.19999999999999998,1.0,0.1111111111111111
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.069,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states no flicker.,0.0,1.1116,,0.0,ir,yes,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.216,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__05,Was there a flicker in the lighting?,,062edfa70f47e81107d6a3ee,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,2,6.146,shared_balanced_frame_count_smoke_v1,3.817663819004394e-05,0.0,0.06349206349206349,False,8,"Yes, there are shadows cast on the floor, indicating a natural light source.",2.068,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference states yes.,0.0,1.0917,,0.0,rgb,no,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.214,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__07,Are there any shadows visible in the final scene?,,e89bc8f69a2253be0327bce0,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
1.0,2,6.146,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.065,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.0836,,0.5,ir,No,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,1.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.211,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__06,Is the light source moving?,,0666251cf26aa2371b873389,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,10,6.146,shared_balanced_frame_count_smoke_v1,3.817663819004394e-05,,0.23880597014925373,False,8,"The brightness change is instant, as if a camera lens cover was removed.",2.066,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.1623,,0.0,rgb,Instantly.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.213,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__08,Does the brightness level change gradually or instantly?,,fb5ca4129dac58aed2bfc568,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,3,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,2.063,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says no.,0.0,1.1094,,0.0,ir,yes,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.209,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__07,Did the shadows shift?,,6091412b135bd536286c0868,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,6.992295190747032e-07,,0.0,False,8,"There are four main objects (pink container, pink lid, pink cup, metal thermos) on the table.",2.071,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.0926,,0.0,rgb,4,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.217,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__counting__01,How many objects can be seen on the white table in total?,,07db935abf750b85e179cc32,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,2,6.146,shared_balanced_frame_count_smoke_v1,0.015401555084618098,0.0,0.13333333333333333,False,8,"Yes, the light level is consistent.",2.071,frame,contradiction,incorrect,gemini-3.1-flash-lite,Reference says yes.,0.0,1.0944,,0.0,ir,No,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.217,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__08,Is the ambient light level consistent throughout the video?,,f1353786e68fcdce33f5078d,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.0002820893212548129,,0.0,False,8,"There are three pink items (container, lid, and cup).",2.062,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count of pink items.,0.0,1.1021,,0.0,rgb,2,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,0.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.208,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__counting__02,How many pink items are visible?,,70b38ae28f7f32a838a6c5fa,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,Three bottles.,2.066,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.1125,,0.0,ir,3,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.213,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__01,How many bottles are on the counter?,,f21ec07672082c9153efdf8d,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.002084373819661083,,0.0,False,8,There is one metal thermos on the table.,2.065,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,1.0832,,0.0,rgb,2,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,0.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.211,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__counting__03,How many metallic containers are on the table?,,10f2dc9e0fbc9376b17d6d0b,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,One faucet.,2.069,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.1113,,0.0,ir,1,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.216,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__02,How many faucets are in the sink area?,,ce3b0a25131bf43fc8997e0f,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.002084373819661083,,0.0,False,8,Two feet wearing dark slippers are visible.,2.065,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.0824,,0.0,rgb,2,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.211,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__counting__04,How many feet/slippers can be seen?,,04eba2cf5c35efa687cb00e1,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,One sponge.,2.066,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.11,,0.0,ir,1,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.213,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__03,How many sponges are held?,,c43dfaa73d3b6f60beea4e41,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.002084373819661083,,0.0,False,8,There is one lid visible on the table.,2.06,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,1.1086,,0.0,rgb,3,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,0.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.206,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__counting__05,How many lids are present?,,eceb4fbeebc4e2ee172904fc,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,One sink.,2.063,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.1105,,0.0,ir,1,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.209,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__04,How many sinks are visible?,,f1195f4715950403aef8948b,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,Four bowls.,2.068,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,1.0915,,0.0,ir,1,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,0.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.214,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__05,How many bowls are in the dish rack?,,104db844717715185e626959,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.30934850332660563,,0.0,False,8,Four bowls.,2.068,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count.,0.0,1.0937,,0.0,ir,1,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,0.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.214,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__07,How many items are in the dish rack?,,c8b851db8beeae8c8719c0f9,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Three.,2.068,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.0932,,0.0,ir,3,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.214,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__08,How many total cleaning products can be counted?,,7599db58ea5126f8264c0970,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,3,6.146,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.073,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.1371,,0.5,ir,No.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,1.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.219,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__09,Are there any other cleaning utensils visible besides the sponge?,,1418cbf55e8dff8c7d7a21b7,False,0.0,1.0,counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,4,6.146,shared_balanced_frame_count_smoke_v1,0.0024787521766663585,,0.15384615384615385,False,8,Two hands are visible in the final sequence.,2.068,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.1185,,0.078125,rgb,Two.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.214,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__dynamic_counting__01,How many hands are visible in the video?,,750bba0f41c21167afc1014b,False,0.0,0.25,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.25,1.0,0.14285714285714285
0.0,4,6.146,shared_balanced_frame_count_smoke_v1,0.36787944117144233,,0.5454545454545454,False,8,Two hands.,2.069,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.1371,,0.2631578947368421,ir,Two.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.216,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__counting__10,How many hands are involved in the cleaning task?,,ac482b3e2d4b8a6c56eff724,False,0.0,0.6666666666666666,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.6666666666666666,1.0,0.5
0.0,4,6.146,shared_balanced_frame_count_smoke_v1,0.0002820893212548129,,0.09375,False,8,The person interacts with the cup continuously as they prepare the drink.,2.073,frame,other,incorrect,gemini-3.1-flash-lite,"Reference states interaction is continuous, not countable as 'two'.",0.0,1.1368,,0.0,rgb,Two.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.219,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__dynamic_counting__02,How many times does the person interact with the pink cup?,,3d396b02c9aa9299521f01df,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,1,6.146,shared_balanced_frame_count_smoke_v1,0.0056659154777004925,,0.0,False,8,"Two, my hands/sponge and the mug.",2.071,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,1.0946,,0.0,ir,2,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,1.0,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.217,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__dynamic_counting__01,How many objects are moving in the sink?,,8e2c4871a27491f477f55394,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,8,6.146,shared_balanced_frame_count_smoke_v1,0.004305164771842524,,0.11267605633802817,False,8,The person's feet are visible for the entire duration of the final bright scene.,2.069,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Wrong count/contradicts continuous visibility.,0.0,1.1618,,0.0,rgb,4 times.,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.216,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__dynamic_counting__03,How many times are the person's feet visible?,,f85705851bea2869edc5f609,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
1.0,2,6.146,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,2.071,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.0956,,0.5,ir,no,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,1.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,8.217,internvl,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__dynamic_counting__02,Are there any people walking in the background?,,803e117e286c9057ec7a9841,False,0.0,1.0,dynamic_counting,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,2,6.146,shared_balanced_frame_count_smoke_v1,0.0024787521766663585,1.0,0.125,False,8,"No, only the person's limbs are moving.",2.071,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,1.1025,,0.078125,rgb,no,internvl:InternVL3_5-8B-Instruct:frame:14b0c2e5,models/internvl/InternVL3_5-8B-Instruct,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,8.217,internvl,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__dynamic_counting__04,Are there any other moving objects aside from the person?,,7608e715d43077aedbbee524,False,0.0,0.25,dynamic_counting,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/internvl_InternVL3_5-8B-Instruct.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.25,1.0,0.14285714285714285
