anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,3,,frame_input_answer_generation,,0.08,False,30,A metal utensil holder and a pair of yellow rubber gloves.,,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect object identified.,0.0,,30,ir,cup,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg1/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg1_wash_cup_ir__object_recognition__01,What items are located near the sink area besides the dish soap and sponge?,,70112684f1ab5b9cca9134b9,False,0.0,0.0,object_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,1,,frame_input_answer_generation,,0.05,False,30,The text appears on a sticker in the final frame.,,frame,other,incorrect,gemini-3.1-flash-lite,'F' is not a valid answer.,0.0,,30,rgb,F,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__02,At what point does text appear?,,98f7646ad060e7837a3aa41a,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,,0.07142857142857142,False,30,"The text is on a sticker attached to a black, suitcase-like object.",,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect description of object.,0.0,,30,rgb,cup,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__03,Can you describe the object the text is attached to?,,d40c6dc3f91b024920ed7857,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,0.0,0.1,False,30,"Yes, there are text-like patterns on the labels.",,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference confirming patterns/text are visible.,0.0,,30,ir,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__text_recognition__02,Is there any text visible on the bottle labels?,,94ad412942af6890ba8b066e,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,5,,frame_input_answer_generation,,0.12987012987012989,False,30,"The text, combined with the graphic, likely serves as a warning or identification label.",,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect explanation of the text.,0.0,,30,rgb,water,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__04,What does the text indicate about the object?,,d96c7f871dc0c2b01e822625,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,4,,frame_input_answer_generation,,0.19999999999999998,False,30,They are located on the left side of the sink.,,frame,none,correct,gemini-3.1-flash-lite,Correct position.,1.0,,30,ir,left,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__text_recognition__03,Which side of the sink are the bottles located?,,91950efc39204b053334e91d,False,0.0,0.2222222222222222,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.2222222222222222,1.0,0.125
0.0,1,,frame_input_answer_generation,,0.0,False,30,Only one instance of text is visible on the sticker.,,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count of text pieces.,0.0,,30,rgb,0,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__05,How many distinct pieces of text can you identify?,,8673288e48866ecdbeb525ef,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,7,,frame_input_answer_generation,,0.2857142857142857,False,30,The text is in Chinese characters.,,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Language identified incorrectly.,0.0,,30,rgb,English,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__06,Is the text in English or another language?,,58eee8f360c076a295cf878f,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,1,,frame_input_answer_generation,,0.0392156862745098,False,30,The text appears in a room where someone is preparing a drink.,,frame,other,incorrect,gemini-3.1-flash-lite,Meaningless answer 'k'.,0.0,,30,rgb,k,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__07,What is the context of the location where the text appears?,,54f5dd3294df29a3534a4717,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,7,,frame_input_answer_generation,,0.19718309859154928,False,30,It appears to be a warning or informational label related to the black object.,,frame,none,correct,gemini-3.1-flash-lite,Correctly identified as warning label.,1.0,,30,rgb,warning,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__text_recognition__08,Does the text seem to be a brand label or a warning label?,,12a8a29833035532f50e5d4c,False,0.0,0.15384615384615385,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.15384615384615385,1.0,0.08333333333333333
0.0,2,,frame_input_answer_generation,,0.07999999999999999,False,30,"The text is not fully legible, but the patterns are visible.",,frame,none,correct,gemini-3.1-flash-lite,Correctly answers the question.,1.0,,30,ir,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__text_recognition__07,Is the text on the bottle label readable?,,fabcdf22472f0e11261899f4,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,5,,frame_input_answer_generation,,0.19047619047619047,False,30,The initial environment is completely dark.,,frame,other,incorrect,gemini-3.1-flash-lite,Irrelevant answer.,0.0,,30,rgb,water,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__01,What is the initial state of the environment in the video?,,f4dc1e939b525fdbaa756478,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,,0.08888888888888888,False,30,They are placed on the counter to the left of the sink.,,frame,too_vague,incorrect,gemini-3.1-flash-lite,Too vague.,0.0,,30,ir,on,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__text_recognition__08,Where are the bottles placed?,,90b2d70b0fb518850199147a,False,0.0,0.19999999999999998,text_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,anls,Text-recognition answer.,0.0,0.19999999999999998,1.0,0.1111111111111111
0.0,2,,frame_input_answer_generation,0.0,0.05882352941176471,False,30,"Yes, the environment transitions from total darkness to a well-lit indoor space.",,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference which says it changes significantly.,0.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__02,Does the environment change significantly?,,6ab9fedf0a920ab72a579b90,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,,0.15789473684210528,False,30,I start by holding the mug under the faucet.,,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,Truncated answer.,0.5,,30,ir,rin,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__01,What is the first action I perform in the kitchen sink?,,a5ab90631d8578dcf84ba9d1,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,6,,frame_input_answer_generation,,0.1388888888888889,False,30,"The final scene shows a pink cup, its lid, and a metallic container on a white table.",,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect object description.,0.0,,30,rgb,coffee,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__03,What objects appear in the final scene?,,8e1b6ea359ee560a966baf1c,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,,frame_input_answer_generation,,0.16666666666666669,False,30,I use a sponge.,,frame,too_vague,incorrect,gemini-3.1-flash-lite,Too vague.,0.0,,30,ir,s,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__02,What object do I use to clean the mug?,,c0d2d3390bd6a45cdb16545b,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,,0.06153846153846154,False,30,The person is preparing a drink by assembling or using the cup and container.,,frame,too_vague,incorrect,gemini-3.1-flash-lite,Too vague.,0.0,,30,rgb,st,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__04,What is the person doing in the final part of the video?,,88bd487ee0074e5b0cc3d077,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,1.0,0.21428571428571425,False,30,"Yes, I rinse it after scrubbing.",,frame,none,correct,gemini-3.1-flash-lite,Correct confirmation.,1.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__03,Do I rinse the mug after scrubbing it?,,c2ced5e0bdbd069144ab8411,False,0.0,0.2857142857142857,scene_sequence,0.5,0.6666666666666666,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.2857142857142857,1.0,0.16666666666666666
0.0,1,,frame_input_answer_generation,,0.024096385542168676,False,30,"The video begins with a long, dark sequence and abruptly switches to a bright, close-up view of a table.",,frame,too_vague,incorrect,gemini-3.1-flash-lite,Too vague.,0.0,,30,rgb,a,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__05,Can you describe the transition from the beginning to the end?,,7b60055c87437c2a5fb53c96,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,,0.2666666666666667,False,30,It is in the sink.,,frame,too_vague,incorrect,gemini-3.1-flash-lite,Too vague.,0.0,,30,ir,in,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__04,Where is the mug located at the beginning of the sequence?,,c2e4bf7fd017f444a75b46ae,False,0.0,0.4,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.4,1.0,0.25
0.0,2,,frame_input_answer_generation,,0.0909090909090909,False,30,Only one indoor space is clearly visible at the end.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,Contradicts reference which says only one space is visible.,0.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,0.0,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__06,Are there any distinct rooms visible?,,dc7ce660756376bab4e6a6c4,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,1.0,0.2608695652173913,False,30,"Yes, the water is running.",,frame,none,correct,gemini-3.1-flash-lite,Correct answer.,1.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__05,Is the faucet running throughout the cleaning process?,,ff02273fd72efc159caedde4,False,0.0,0.4,scene_sequence,0.5,0.6666666666666666,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,5,,frame_input_answer_generation,,0.23529411764705882,False,30,The cup is pink.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,"The cup is pink, not black.",0.0,,30,rgb,black,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__08,What color is the cup being handled?,,20cbe7d9ae494a44038e5154,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,1.0,0.19999999999999998,False,30,"Yes, after rinsing, the video ends.",,frame,none,correct,gemini-3.1-flash-lite,The answer confirms yes correctly.,1.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__07,Is there a point where I stop scrubbing the mug?,,bab5f4cd2f0c1be270099781,False,0.0,0.33333333333333337,scene_sequence,0.3333333333333333,0.5,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.33333333333333337,1.0,0.2
0.0,3,,frame_input_answer_generation,1.0,0.1621621621621622,False,30,"Yes, liquid soap is implied by the bottles.",,frame,none,correct,gemini-3.1-flash-lite,The answer confirms yes correctly.,1.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__08,Do I use soap during the cleaning process?,,0dc5c5f4e062638596f0ff59,False,0.0,0.25,scene_sequence,0.5,0.6666666666666666,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.25,1.0,0.14285714285714285
0.0,2,,frame_input_answer_generation,1.0,0.07547169811320754,False,30,"No, the scene remains indoors throughout the visible portion.",,frame,none,correct,gemini-3.1-flash-lite,The answer confirms no correctly.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__scene_sequence__10,Does the scene change from indoors to outdoors?,,301552b09fedcd2777fe7b69,False,0.0,0.25,scene_sequence,0.5,0.6666666666666666,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.25,1.0,0.14285714285714285
0.0,2,,frame_input_answer_generation,,0.11764705882352941,False,30,The mug is held upright and then tilted.,,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,'Up' is correct but misses the 'tilted' detail.,0.5,,30,ir,up,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__09,What is the orientation of the mug while being washed?,,2387781f844040c99b591013,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,4,,frame_input_answer_generation,,0.13636363636363635,False,30,The primary source of light is ambient daylight.,,frame,other,incorrect,gemini-3.1-flash-lite,The answer 'over' is irrelevant and does not address the question.,0.0,,30,rgb,over,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_recognition__01,What is the primary source of light illuminating the tabletop in the video?,,24124911abac3b0476dfd14e,False,0.0,0.0,light_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,0.0,0.10810810810810811,False,30,"No, the video ends while I am still washing.",,frame,contradiction,incorrect,gemini-3.1-flash-lite,"The correct answer is no, the candidate answered yes.",0.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__scene_sequence__10,Do I place the mug in the dish rack at the end of the video?,,36464518fbbd6770a72b6d07,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,,0.08955223880597014,False,30,"The video transitions from absolute darkness to bright, daytime conditions.",,frame,too_vague,incorrect,gemini-3.1-flash-lite,'get' does not answer how the lighting changes.,0.0,,30,rgb,get,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__01,How does the lighting in the video change from start to finish?,,cd29350221d4d0a0642418f3,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,4,,frame_input_answer_generation,,0.14285714285714285,False,30,The ambient light of the room.,,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,'sink' does not answer what the light source is.,0.0,,30,ir,sink,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_recognition__01,What is the primary source of illumination for the sink area?,,bb6240d59f94ed8007847f67,False,0.0,0.0,light_recognition,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,1.0,0.125,False,30,"No, the transition is instantaneous.",,frame,none,correct,gemini-3.1-flash-lite,The answer is correct.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__02,Is there any transition phase between the dark and bright parts?,,b79fcd4c3139540fe647bd9b,False,0.0,0.4,light_change,0.5,0.6666666666666666,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,3,,frame_input_answer_generation,0.0,0.4,False,30,No.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer 'off' contradicts the reference 'No'.,0.0,,30,ir,off,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__01,Did the lights turn on or off?,,1d1d47a6c8c4611c70fd3044,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,2,,frame_input_answer_generation,1.0,0.06349206349206349,False,30,"No, the screen remains mostly black with only minor, static blue artifacts.",,frame,none,correct,gemini-3.1-flash-lite,The answer is correct.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__03,Does the lighting intensity fluctuate before the final scene?,,1cd07d6d25d3c345386d7a88,False,0.0,0.16666666666666669,light_change,0.3333333333333333,0.5,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.16666666666666669,1.0,0.09090909090909091
1.0,2,,frame_input_answer_generation,1.0,1.0,False,30,No.,,frame,none,correct,gemini-3.1-flash-lite,The answer is correct.,1.0,,30,ir,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,1.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__02,Is it getting brighter?,,75b8a94780c212624f425bc3,False,0.0,1.0,light_change,1.0,1.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,2,,frame_input_answer_generation,,0.09523809523809523,False,30,"Only faint, static blue light points are visible.",,frame,none,correct,gemini-3.1-flash-lite,The answer is correct.,1.0,,30,rgb,no,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/pour_water_split/Seg1/pour_water_rgb,,molmo2,rgb__aligned_dataset_pour_water_split_seg1_pour_water_rgb__light_change__04,Are there any external light sources visible during the dark phase?,,0cdf736cfe8fff2797780333,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,set_f1,Ground truth contains multiple concepts.,0.0,0.0,0.0,0.0
0.0,3,,frame_input_answer_generation,0.0,0.0,False,30,No.,,frame,contradiction,incorrect,gemini-3.1-flash-lite,"The correct answer is no, the candidate answered yes.",0.0,,30,ir,yes,molmo2:Molmo2-4B:frame:4ff6754c,allenai/Molmo2-4B,0.0,,aligned_dataset/wash_cup_split/Seg3/wash_cup_ir,,molmo2,ir__aligned_dataset_wash_cup_split_seg3_wash_cup_ir__light_change__03,Is it getting darker?,,ba3c94df3f33f1577fdaa22a,False,0.0,0.0,light_change,0.0,0.0,outputs/benchmarks/aligned_qa_frame_answers_allenai_Molmo2-4B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
